frame_prime,discarded_primes,W0,log_W0,B,log_B,D0,log_D0,chi,tau_quad,t_quad,chi_pnt_ratio,scaled_width
151,35,1.3578888093600355e-07,-15.81216450340669,5.501820464095998,1.7050790309441701,2.4680718286272692e-08,-17.51724353435086,103.81089280768705,0.09814734070837754,0.0012999647775944045,0.8418915150171836,0.770649561994213
157,36,1.1458746022112847e-07,-15.981927460807015,5.538256361209217,1.7116797149755223,2.0690169025709336e-08,-17.693607175782535,106.23848253251303,0.09701950859956618,0.001235917307000843,0.8384436081534657,0.7722324960065484
163,37,9.702716683027029e-08,-16.148274827240268,5.57353187943348,1.718028942654181,1.7408560483578405e-08,-17.86630376989445,108.64811204930484,0.09593761283668246,0.0011771486237629751,0.8353351242136118,0.7736679936907572
167,38,8.242291705197368e-08,-16.311402319136274,5.607725326546569,1.7241451696716172,1.4698101681583682e-08,-18.035547488807893,111.04047381944778,0.09489849977937857,0.0011365089793937554,0.8394470718645957,0.7717707998322304
173,39,7.016031383187221e-08,-16.47248301580423,5.6413045201187035,1.730115336658121,1.243689532831601e-08,-18.20259835246235,113.42168402449988,0.09389705136913422,0.0010855150447298754,0.836677955722514,0.773046892742257
179,40,5.989748501122999e-08,-16.630631319163392,5.673913216766788,1.735879041374871,1.055664454546624e-08,-18.366510360538264,115.78667407806685,0.09293316122359807,0.0010383593432804253,0.8341679867105185,0.7742090485576507
181,41,5.127821137952645e-08,-16.785999904436714,5.705611055966602,1.7414500864243263,8.987330344907166e-09,-18.52744999086104,118.13601640079465,0.09200445115346242,0.0010166237696515184,0.8445691987852145,0.7694269303638482
191,42,4.393855754508702e-08,-16.94047359836022,5.737133768982992,1.7469597422352958,7.658625249882543e-09,-18.68743334059552,120.48026349320943,0.09110496501034648,0.0009539786912078165,0.8298926198045227,0.7762007373225118
193,43,3.78100374624271e-08,-17.09069122823668,5.767171118558819,1.7521816862164474,6.556080387619167e-09,-18.842872914453125,122.7998824963855,0.09024040263472365,0.0009351337060593124,0.8398108803492096,0.7716036150608488
197,44,3.256269229191358e-08,-17.24009861213238,5.79705283419902,1.75734965637489,5.61711152601781e-09,-18.99744826850727,125.11473730283069,0.08940169767257058,0.0009076314484524932,0.8436222035458287,0.7698586634724512
199,45,2.8087993615261497e-08,-17.387923625392272,5.82647949833201,1.7624129583314367,4.8207487254185835e-09,-19.150336583723707,127.42021640877459,0.08858921040262568,0.0008903438231419666,0.8532079630892632,0.7655217812474103
211,46,2.424692915977001e-08,-17.534975860168306,5.855758289780915,1.767425500154981,4.140698430480668e-09,-19.302401360323287,129.72108197474884,0.08780004102149597,0.0008322278769810045,0.8343240188010996,0.7741366503633305
223,47,2.1023388631212744e-08,-17.677630274632634,5.883510698737222,1.772153641350927,3.573272780097948e-09,-19.44978391598356,131.99524703436978,0.08704039503743292,0.0007806313456272011,0.8173455449429011,0.7821357772398805
227,48,1.8302003452607676e-08,-17.816255304806774,5.909894154785371,1.776627921745848,3.0968411570938416e-09,-19.592883226552622,134.2442601414773,0.08630821547394558,0.0007604248059378465,0.8212153532960628,0.7802907741772938
229,49,1.5953135750382435e-08,-17.953610428268505,5.935928930797641,1.7810235332188862,2.687555045952807e-09,-19.73463396148739,136.48520477138865,0.08559673754108023,0.0007475697601841068,0.8299280119673046,0.7761841866606861
233,50,1.3914374330749812e-08,-18.090343406633796,5.961850017831692,1.7853808385878418,2.3339021090990887e-09,-19.875724245221637,138.72217120779408,0.08490378690849974,0.0007287878704592253,0.8336018612771615,0.7744718988840362
239,51,1.2150970733897995e-08,-18.22585677455728,5.9874373569640165,1.7896635003798427,2.0294109164691563e-09,-20.01552027493712,140.95129013182307,0.08422974236923586,0.0007048514005793796,0.8324150192707188,0.7750238161119319
241,52,1.0629849700049704e-08,-18.359599783916437,6.012489396114494,1.7938388717903233,1.7679614881182356e-09,-20.15343865570676,143.16890080778063,0.08357485940778472,0.0006935672979899147,0.8407165959666818,0.7711878734360329
251,53,9.30449933582951e-09,-18.49276775422891,6.037437484895053,1.7979796644563548,1.5411338600371833e-09,-20.290747418685267,145.38274320107385,0.08293609259255337,0.0006608453593032141,0.8303823670783271,0.7759718076888863
257,54,8.16697947341838e-09,-18.62316670592982,6.061491020691447,1.8019558128359943,1.347354874492043e-09,-20.425122518765814,147.57822809404266,0.08231687106656603,0.0006405982184168563,0.8294783493222296,0.7763945440173364
263,55,7.179873238432383e-09,-18.751984108856558,6.085076588865344,1.805839312862392,1.1799150156253293e-09,-20.55782342171895,149.7630673218728,0.08171421949357631,0.0006214009086963978,0.828654977189289,0.7767801706844021
269,56,6.321713236238901e-09,-18.879275583840275,6.108213762207038,1.8096343838309437,1.0349528491214303e-09,-20.68890996767122,151.9375218858263,0.08112738558848966,0.0006031775880185105,0.8279063546368028,0.777131287542933
271,57,5.574330711510508e-09,-19.00509357855401,6.130920876564685,1.8133449632274794,9.092158949266938e-10,-20.81843854178149,154.1018409997328,0.08055566486495068,0.0005945067517708538,0.8354892571562704,0.7735966263908389
277,58,4.917667246049192e-09,-19.130431555862547,6.153544200832453,1.817028208643776,7.991601401650656e-10,-20.947459764506323,156.2628350860521,0.07999671442038864,0.0005775936059233837,0.8347168018432439,0.7739544906615469
281,59,4.344472580772354e-09,-19.25436147091967,6.175759161846289,1.8206318161470745,7.034718270123642e-10,-21.074993287066743,158.4140089932878,0.07945170246946148,0.0005654925442666297,0.8380270525034943,0.7724243978338297
283,60,3.8415943256038856e-09,-19.377378367554517,6.1977369524578405,1.8241842177514422,6.198382337089069e-10,-21.201562585305957,160.55876148507247,0.07891925834952503,0.0005577332745549472,0.8453031148926,0.7690928387037401
293,61,3.3984507051398e-09,-19.49994618413456,6.219637083031896,1.8277115582694106,5.464065925022033e-10,-21.32765774240397,162.70033980671874,0.07839814196087243,0.0005351409007568084,0.8366871920616732,0.7730426258292098
307,62,3.0129702928223386e-09,-19.620339436514183,6.24086451334941,1.8311187165910248,4.827809170312059e-10,-21.451458153105207,164.82639914488053,0.07789088072544133,0.0005074324477227448,0.8213191525098508,0.7802414656181217
311,63,2.6788659335606065e-09,-19.737872291099908,6.261193062252829,1.8343707519774022,4.278523129578641e-10,-21.57224304307731,166.9316602015556,0.07739816132522694,0.0004977373718664112,0.8245790543622685,0.7786976297333993
313,64,2.383670548666527e-09,-19.85462428996623,6.281325515829204,1.8375810276076503,3.7948527626208425e-10,-21.692205317573883,169.03116562868777,0.07691598513453277,0.000491475943351647,0.8313495058242889,0.7755203184020969
317,65,2.1218200587530003e-09,-19.970991598298802,6.301393648467636,1.8407708229757505,3.367223470111227e-10,-21.81176242127455,171.12782301773382,0.07644334581116552,0.0004822924025941042,0.8344903669206664,0.7740594879421617
331,66,1.890166922584321e-09,-20.086600692947055,6.321271861869742,1.8439204318786466,2.990168693717969e-10,-21.930521124825702,173.21884261427283,0.07598055014121531,0.00045909697970522844,0.820473492933854,0.780643458334493
337,67,1.6880914565273874e-09,-20.19966726183313,6.340369359941857,1.8469370254180724,2.6624497102529514e-10,-22.046604287251203,175.2907167084751,0.07553018381705696,0.0004482503490626526,0.820322828710142,0.7807151433081381
347,68,1.5091882277466153e-09,-20.311693928195734,6.359183512345245,1.8498999905487294,2.3732421384235755e-10,-22.16159391874446,177.3546514360307,0.07508941285209281,0.00043279200491119774,0.8138457765962797,0.7838156763308859
349,69,1.351502535412706e-09,-20.422048874214763,6.377509689614252,1.8527776903763447,2.1191697091634696e-10,-22.27482656459111,179.4056874142847,0.07465895325354857,0.0004278450043183299,0.8200895224306247,0.7808261877659095
353,70,1.210686491316351e-09,-20.53207829002357,6.395783356346671,1.8556389226573768,1.8929448104507183e-10,-22.387717212680947,181.45419191779465,0.07423633060370396,0.0004206024396810423,0.8231385605274575,0.7793786929646148
359,71,1.0852395181088379e-09,-20.64146512029921,6.413901722795245,1.8584677788578545,1.6920114542008913e-10,-22.499932899157063,183.49768026074145,0.07382181366808897,0.0004112635858946461,0.8230585131736211,0.7794165916584507
367,72,9.737089672168475e-10,-20.749908658561527,6.431767744307209,1.8612494218197313,1.513905672478117e-10,-22.61115808038126,185.5337586770031,0.07341562976272284,0.0004000851758186531,0.819999148088977,0.78086921507185
373,73,8.747077364515848e-10,-20.857131300850433,6.449292997016493,1.863970511934092,1.3562846917580477e-10,-22.721101812784525,187.56016344025667,0.07301796057571008,0.00039151721488316397,0.8200091640988653,0.7808644460899867
379,74,7.86471497784309e-10,-20.96346463339481,6.466583326767207,1.8666478897048082,1.21620871183838e-10,-22.83011252309962,189.57946199164186,0.07262804546596822,0.0003832614536462703,0.8200407137705312,0.7808494247298045
383,75,7.077499659224432e-10,-21.068930240085685,6.483645551903796,1.8692829373428133,1.0915926237124826e-10,-22.938213177428498,191.5917774697898,0.07224562736175431,0.0003772617616801792,0.8229509848911718,0.7794675099946948
389,76,6.372692092981452e-10,-21.173828929073064,6.500574130368296,1.871890500749894,9.803275780227727e-11,-23.04571942982296,193.59950402843268,0.0718700388817159,0.0003695117680293877,0.8229859902857233,0.7794509326421027
397,77,5.742857704559133e-10,-21.277893985561995,6.517285117849963,1.87445789625514,8.811733107747914e-11,-23.152351881817136,195.6004441048288,0.0715014883055653,0.00036020900909604684,0.820271508857414,0.7807395654409832
401,78,5.180871808947213e-10,-21.380877584944844,6.533701453159408,1.8769736208523873,7.929459045671546e-11,-23.25785120579723,197.59251080716126,0.07114014729913698,0.0003548137022400847,0.8231033211790161,0.7793953764736392
409,79,4.676350905108799e-10,-21.483332845282128,6.549994972992724,1.879464282164839,7.139472510117285e-11,-23.362797127446967,199.5802136348299,0.07078500358857746,0.00034613693686345946,0.8205083025023956,0.7806268989955434
419,80,4.2253231850206166e-10,-21.584755178560794,6.566009630628402,1.8819062858203908,6.435146188806648e-11,-23.466661464381186,201.55932946625956,0.07043662648454055,0.00033621301424601694,0.8154213409761963,0.7830580623702713
421,81,3.8225663977315394e-10,-21.68492890103308,6.581680298004604,1.884290077175667,5.807888296990731e-11,-23.569218978208745,203.52796596149935,0.07009514748039705,0.0003329935747287271,0.8207801458195205,0.7804976160319196
431,82,3.4590451541231114e-10,-21.78485834597317,6.597313742892976,1.8866625575292975,5.2431114979932544e-11,-23.67152090350247,205.49453940846394,0.0697589374726447,0.0003237073664623884,0.8158710264216469,0.7828422327007495
433,83,3.1338380963513443e-10,-21.88359244772673,6.612620735335883,1.8889800556696599,4.7391771307933117e-11,-23.77257250339639,207.45095596603687,0.06942921896861869,0.0003206892331114027,0.8211075132843043,0.7803420121712462
439,84,2.839870302035205e-10,-21.982092547107634,6.627892376756981,1.8912868617675749,4.284726034469419e-11,-23.87337940887521,209.40537211583464,0.06910446205220083,0.00031482670638815867,0.8212978947782149,0.7802515630848683
443,85,2.575260025954366e-10,-22.07990041996984,6.642990081487635,1.8935621756047103,3.8766579422284196e-11,-23.97346259557455,211.3538472437666,0.06878518682386696,0.00031054260417095694,0.8239607244785873,0.7789897563494769
449,86,2.3363646614471075e-10,-22.17725477208607,6.65798554442553,1.8958169679917993,3.509116452503048e-11,-24.073071740077868,213.29841092861918,0.06847092422062857,0.0003049929809382119,0.8241474252481411,0.7789015159326093
457,87,2.1210484152939693e-10,-22.2739404279829,6.672814020025586,1.8980416630139105,3.178641587984552e-11,-24.17198209099681,215.23717950302148,0.06816184758191846,0.0002983013023278707,0.8219502907893922,0.7799418521082228
461,88,1.9272527391299201e-10,-22.369755392320815,6.687415363614264,1.9002274562338908,2.881909727958524e-11,-24.269982848554704,217.16835212875296,0.06785810572268211,0.00029439525259298096,0.8245460723325891,0.7787132036184559
463,89,1.751911113071598e-10,-22.465143673261473,6.701921687613426,1.902394304318981,2.6140429487702014e-11,-24.367537977580454,219.0957813633284,0.06755896573384323,0.000291831385459366,0.8294800646862857,0.7763937412252989
467,90,1.5928585101375877e-10,-22.56032072270767,6.716396680459244,1.9045518024590022,2.3715968337186882e-11,-24.464872525166673,221.02135226561538,0.06726403006762469,0.00028806865125321064,0.8320127357328139,0.7752111579827928
479,91,1.4488519392613273e-10,-22.655079453146914,6.730778686198986,1.9066908407077516,2.1525770000907986e-11,-24.561770293854664,222.94323283808353,0.06697347798742093,0.00027963873898714374,0.8252617048229626,0.7783754966043062
487,92,1.319477212726042e-10,-22.748615322756194,6.744830416232804,1.908776347198773,1.9562793002926373e-11,-24.65739166995497,224.85424765347557,0.06668827010329789,0.00027387379919218845,0.8232614472119889,0.7793205225995306
491,93,1.2026041718561063e-10,-22.84136158129262,6.758680170680921,1.9108276299693305,1.7793476558825658e-11,-24.75218921126195,226.75818385235206,0.06640771163560699,0.00027049984372956007,0.825752106337213,0.7781443296414896
499,94,1.0965079344829232e-10,-22.933720404900296,6.772445303411432,1.912862218667118,1.6190724108625683e-11,-24.846582623567414,228.65862864316384,0.06613116944854754,0.000265054787368928,0.8238222315432482,0.7790552316668945
503,95,1.0005324719896329e-10,-23.02531859966373,6.786017338087607,1.914864221337791,1.474403058733707e-11,-24.94018282100152,230.55218377635413,0.06585903757610462,0.00026186496054117145,0.8262731914616122,0.7778989244973005
509,96,9.132985262339721e-11,-23.116543408897595,6.799508426234899,1.9168503193094206,1.343183167050935e-11,-25.033393728207017,232.44233964147548,0.06559071738225272,0.0002577238404017789,0.8265472523051562,0.7777699486220986
521,97,8.341303349765244e-11,-23.20721654182355,6.812866988958347,1.9188130284772693,1.2243455454633173e-11,-25.12602957030082,234.32745217009864,0.06532635321316672,0.0002507729489948819,0.8205308718407445,0.7806161630474121
523,98,7.626435259523253e-11,-23.296815487397065,6.825943509090704,1.920730574606541,1.1172719565238807e-11,-25.217546062003606,236.2026722334592,0.065066522550919,0.0002488203539232084,0.8250089703467813,0.7784947118290685
541,99,6.974055893769566e-11,-23.38623906012045,6.838995026316499,1.9226407948626603,1.0197486424443012e-11,-25.308879854983108,238.07626806476412,0.06480998887518147,0.0002395933045293215,0.8132064447030881,0.7841237284307594
547,100,6.387270775730982e-11,-23.474128954431237,6.851636421928913,1.924487517455825,9.322255855970843e-12,-25.39861647188706,239.93554805729474,0.06455839158917875,0.00023604530745586382,0.8136241209066262,0.7839224365464668
557,101,5.85274773247012e-11,-23.561524774106108,6.864162265479057,1.9263140019818592,8.526528811686908e-12,-25.487838776087965,241.7901730309093,0.0643103209467278,0.00023091677180153608,0.8101915949856036,0.785581297282648
563,102,5.367277597867914e-11,-23.648115207979227,6.876485716584047,1.9281077244358862,7.805262483020404e-12,-25.576222932415114,243.6371640713057,0.06406609186822677,0.00022758824819973987,0.8106449453939244,0.7853615997375841
569,103,4.924403388151682e-11,-23.734232895110015,6.888699723185439,1.9298823477942546,7.14852379408775e-12,-25.66411524290427,245.4796473955945,0.06382521032212939,0.00022434168830273948,0.811099946743057,0.7851412873598567
571,104,4.520174417164332e-11,-23.81988544196664,6.9008064010820735,1.9316382744965195,6.5502118947367415e-12,-25.75152371646316,247.31767603187674,0.0635875982308209,0.0002227236365352746,0.815289741709695,0.7831212581295662
577,105,4.1497638356257816e-11,-23.90538459738929,6.912891876390449,1.9333880562203072,6.002934676005055e-12,-25.838772653609595,249.15423135702616,0.06335280762892312,0.00021959378727529676,0.8157190705546292,0.7829151450151927
587,106,3.811441942870836e-11,-23.990428442699077,6.924872624876395,1.935119658384585,5.503988519844961e-12,-25.925548101083663,250.9864009216677,0.06312115027211913,0.00021506354436837865,0.812492320310701,0.784468247929133
593,107,3.503304940112444e-11,-24.074729231376725,6.9366696821589775,1.9368217864551156,5.0504133837061535e-12,-26.01155101783184,252.81137237964955,0.0628929110540839,0.00021211774385863035,0.8129524417794165,0.7842462166320002
599,108,3.221485723538704e-11,-24.158593364966976,6.948367270155873,1.938506706820035,4.636320445200696e-12,-26.09710007178701,254.63209015342613,0.06266765336137803,0.0002092409127258031,0.813413571419791,0.7840238878825152
601,109,2.9636111533302965e-11,-24.242027513941384,6.959967215515065,1.940174763920732,4.258082059242823e-12,-26.182202277862118,256.44860188615326,0.06244531089297077,0.00020780469515131703,0.8174260732376745,0.7820972504459776
607,110,2.7267658457947054e-11,-24.325319787886126,6.971547859800448,1.9418372746943455,3.911277524920774e-12,-26.267157062580473,258.2637220223079,0.06222548598608259,0.00020502631296897064,0.817863307842924,0.7818881655689766
613,111,2.5099060234068748e-11,-24.408190711365492,6.983033111628784,1.9434833656010142,3.5942920265223265e-12,-26.351674076966507,260.0746981221121,0.06200846040439812,0.00020231145319542617,0.8183017190491014,0.7816786863200885
617,112,2.3112521877757973e-11,-24.49064657263888,6.994424682773366,1.9451133578119453,3.304420724506768e-12,-26.435759930450825,261.8815755872229,0.0617941734318624,0.00020030526233991052,0.8204801693719384,0.7806402821892837
619,113,2.1289031204996402e-11,-24.57282914275574,7.005760865403469,1.9467327913642483,3.038789306972777e-12,-26.519561934119988,263.68574540014595,0.061582408970420485,0.00019897385773964615,0.8243817182176801,0.7787908244209248
631,114,1.961206700490239e-11,-24.65487607561968,7.017078734329807,1.9483469967187894,2.7949047954890167e-12,-26.60322307233847,265.48856871876296,0.06137296243455067,0.00019452602990348866,0.8196394950579334,0.7810405167115001
641,115,1.8081659815249345e-11,-24.73612296123746,7.0281993028469705,1.9499305283244337,2.5727300886195507e-12,-26.686053489561893,267.283413687797,0.061166551379553215,0.00019084727419517385,0.816726907008346,0.782431939437047
643,116,1.668150308537602e-11,-24.816720610025747,7.039163732336591,1.9514893750937248,2.3698131936815633e-12,-26.768209985119473,269.0717383674252,0.06096294766341089,0.00018962036598261551,0.8205162409774498,0.7806231227130982
647,117,1.5391737797991948e-11,-24.89719025710404,7.050111109836337,1.953043376960459,2.1831908119174683e-12,-26.850233634064498,270.85877262736017,0.060761508436867034,0.00018782537383884708,0.8226195462853761,0.7796245203702157
653,118,1.4205303886847883e-11,-24.977405707901706,7.061007726698525,1.954587778811833,2.0117955448676095e-12,-26.93199348671354,272.6432394527115,0.06056233809535078,0.00018548955006233013,0.8230523391756476,0.7794195149885988
659,119,1.3115264801714389e-11,-25.057244312061396,7.071820908515828,1.9561180009926007,1.8545810154667674e-12,-27.013362313053996,274.42388821183624,0.060365533513280965,0.00018320344010100444,0.8234857706723399,0.779214369105597
661,120,1.2113370207599872e-11,-25.136711297527608,7.0825520479824675,1.9576343015105646,1.7103114986709492e-12,-27.09434559903817,276.20075793954675,0.06017104679739847,0.00018206065596792275,0.8271767499703806,0.777473943232779
673,121,1.1189385042497526e-11,-25.21605555110256,7.093266952744922,1.9591460175958866,1.5774656610333113e-12,-27.175201568698448,277.976376537335,0.05997856282825163,0.00017824238581946994,0.8227595927383621,0.7795581654493581
677,122,1.0343372979085763e-11,-25.294675093167328,7.10380672533444,1.960630798863466,1.4560324314846566e-12,-27.255305892030794,279.7445762498483,0.05978870714555262,0.00017662838152305058,0.8247928597475933,0.7785966949740196
683,123,9.563594992444375e-12,-25.37305741431776,7.1142997928755545,1.9621068138915865,1.3442777604089162e-12,-27.335164228209347,281.51033586650846,0.05960090133182888,0.00017452679745777125,0.8252280797506756,0.7783913544418993
691,124,8.845715742998486e-12,-25.451087870957743,7.124716044402459,1.963569871943347,1.241553444076995e-12,-27.41465774290109,283.27246546247136,0.059415234942892164,0.00017196884209230728,0.8241023242392763,0.7789228292832221
701,125,8.185503296512242e-12,-25.528656416890545,7.135026776738787,1.9650160037933466,1.1472281117708129e-12,-27.493672420683893,285.0298102436488,0.059231790112882605,0.00016899226851036406,0.8214738189573199,0.7801680105343102
709,126,7.578855806067415e-12,-25.60565887673585,7.145205131627144,1.9664415207845676,1.0606911441241605e-12,-27.572100397520416,286.78126062862674,0.05905064086121289,0.0001665744453066654,0.8204245410145076,0.7806667471463778
719,127,7.020285497938321e-12,-25.682217229495816,7.155282995000385,1.9678509642878013,9.81133171510282e-13,-27.650068193783618,288.5280630267897,0.0588716177249826,0.00016375971550760111,0.8179163764398116,0.7818627996623001
727,128,6.506424514241482e-12,-25.7582310403532,7.165234709875211,1.9692408185768555,9.080546245434558e-13,-27.727471858930056,290.26913756577903,0.05869479210658386,0.00016147123000435725,0.8169378159713698,0.7823309326296346
733,129,6.032754347984885e-12,-25.833817435352152,7.175090603561422,1.9706153892400222,8.407913824796111e-13,-27.804432824592176,292.0056938814553,0.058520003042695834,0.00015967258674678264,0.8174350606248701,0.7820929510034448
739,130,5.59533484021222e-12,-25.909087929626118,7.184879267413485,1.9719787159678863,7.787653253394906e-13,-27.881066645594004,293.7388980491231,0.058347099191071936,0.0001579082522085844,0.8179313153339817,0.7818556595646334
