frame_prime,discarded_primes,W0,log_W0,B,log_B,D0,log_D0,chi,tau_quad,t_quad,chi_pnt_ratio,scaled_width
743,131,5.1912508966581154e-12,-25.98404642724084,7.194601702146115,1.9733309812179,7.21548059444291e-13,-27.95737740845874,295.4687807820701,0.05817604591196352,0.0001565977009743298,0.819860585765131,0.7809351985352101
751,132,4.81734072644309e-12,-26.058799056623176,7.204284880749272,1.9746759713332327,6.686771561901454e-13,-28.03347502795641,297.1964660327751,0.05800670272141917,0.0001544785691648979,0.8189237784596264,0.7813817460123174
757,133,4.472180775183261e-12,-26.133144957104026,7.213877803360123,1.9760066435189378,6.199412988531875e-13,-28.109151600622965,298.91979598453827,0.057839251141980096,0.00015281175995239126,0.819416915674725,0.7811465870826432
761,134,4.1530001936755514e-12,-26.207190104644837,7.223407364527045,1.9773267757238606,5.749364509151524e-13,-28.184516880368697,300.6398935951698,0.057673551455984205,0.0001515730655873435,0.8213104659133407,0.7802455917221669
769,135,3.857365208152308e-12,-26.281036754083026,7.232899358435754,1.9786399735488212,5.33308292704703e-13,-28.259676727631845,302.35785229814144,0.057509471176198104,0.00014956949590688715,0.8204028408467061,0.7806770716397525
773,136,3.584180993648773e-12,-26.354491121630932,7.242304949278974,1.9799395188909068,4.948950670746902e-13,-28.334430640521838,304.0715709280289,0.05734718322162639,0.00014837563576099971,0.8222733336970782,0.77978863089555
787,137,3.3309896488033846e-12,-26.427751664256093,7.251674037182311,1.981232343893212,4.593407855515893e-13,-28.408984008149304,305.78318812068005,0.0571864579567026,0.0001453277203474018,0.8173080669880106,0.7821537095927664
797,138,3.097748248969035e-12,-26.50034563967321,7.260888362515453,1.982502185333688,4.2663488189148524e-13,-28.482847825006896,307.4875456782452,0.05702774972786358,0.00014310602190179065,0.8151477770217758,0.7831894486638681
809,139,2.8821792642977043e-12,-26.57247441893321,7.269998636496024,1.9837561039932816,3.9644839131453347e-13,-28.556230522926494,309.18680640598757,0.056870824325848765,0.0001405953629810847,0.8117350413609615,0.7848340833145768
811,140,2.683077855391243e-12,-26.644056526869832,7.278985037777231,1.9849914346012745,3.6860604074144003e-13,-28.629047961471105,310.88004539168827,0.05671573657107527,0.00013986618143298465,0.8148729482816123,0.783321509020319
821,141,2.4979549999797752e-12,-26.71554871880705,7.287960358415674,1.9862237206475395,3.427509038376276e-13,-28.70177243945459,312.57229056482583,0.05656200063487601,0.0001377880648839854,0.8128165255934817,0.7843117832732068
823,142,2.3266391149021e-12,-26.786596329625112,7.296837289424706,1.9874410062512913,3.188558306314564e-13,-28.774037335876404,314.2596078650028,0.05640995040163238,0.0001370837190805161,0.8159148496972592,0.782821208955681
827,143,2.167263054463104e-12,-26.857556009664975,7.305703434369329,1.988655335483693,2.9665357674763003e-13,-28.846211345148667,315.94594773090853,0.05625920686250145,0.00013605612300484027,0.8177163200968669,0.7819584361579788
829,144,2.0191574458727983e-12,-26.928340797531906,7.314537416756717,1.9898637948452615,2.760471825938234e-13,-28.91820459237717,317.6303407588523,0.056109837344970374,0.00013536752073575482,0.8207884164805941,0.7804936836862733
839,145,1.8813366266864563e-12,-26.999038620065566,7.323360742953046,1.9910693405006101,2.5689525515956434e-13,-28.990107960566174,319.31376435612634,0.055961736232566624,0.00013340103988692878,0.8187455704646827,0.7814667790817417
853,146,1.7536770758676648e-12,-27.069306346187407,7.3320894208349925,1.9922605258707633,2.391783535651363e-13,-29.06156687205817,320.99238015245487,0.05581521968898214,0.00013086804147475296,0.8142659173351622,0.78361343564965
857,147,1.635643450370123e-12,-27.1389848413719,7.340685070800801,1.993432172167654,2.2281891057774096e-13,-29.132417013539555,322.6643728646997,0.05567041930469658,0.0001299192982606688,0.8160291948430142,0.7827663610766417
859,148,1.5258069873056144e-12,-27.208497673827623,7.349250630976764,1.9945983530578364,2.076139546628615e-13,-29.203096026885458,324.33449584756767,0.05552690011390494,0.00012928265451433047,0.819014853866195,0.7813382995239077
863,149,1.4234635217168526e-12,-27.277928114290624,7.357806219604211,1.9957618203211345,1.9346303493616904e-13,-29.27368993461176,326.0036876680113,0.055384564311697894,0.00012835356735040068,0.8207554634705563,0.7805093517866908
877,150,1.3282024344151843e-12,-27.347194640937822,7.366332066903868,1.9969198980417622,1.8030716268991617e-13,-29.344114538979586,327.6710245083081,0.05524347387311925,0.00012598283665477594,0.8163987966110119,0.7825891532071162
881,151,1.2400164995413187e-12,-27.41589643031842,7.374731533342755,1.9980594993046958,1.6814395126587824e-13,-29.413955929623114,329.3319448075043,0.05510399304186458,0.0001250941953277289,0.8181227582395032,0.7817641760585801
883,152,1.1578695750434968e-12,-27.48443937261704,7.383102397739285,1.9991939293753076,1.5682696956743225e-13,-29.48363330199235,330.99105311345915,0.05496571385596554,0.00012449765312789478,0.8210380209956374,0.7803750353708895
887,153,1.0812500384077985e-12,-27.552903301142933,7.391463782108185,2.000325791408991,1.4628361448852376e-13,-29.553229092551923,332.64925891734697,0.054828544851997785,0.00012362693314993864,0.8227404295997441,0.7795672440686046
907,154,1.00985938869467e-12,-27.62121001388145,7.399796886710336,2.0014525520915813,1.3647123078585123e-13,-29.62266256597303,334.3056666512246,0.05469254476215616,0.00012060098073242813,0.8149930452067772,0.7832637919814136
911,155,9.439091335826656e-13,-27.68874649019619,7.407955427930523,2.002554480577738,1.2741830627433373e-13,-29.69130097077393,335.9532199311121,0.05455827066688674,0.00011977666447176013,0.8166818314363383,0.7824535317385002
919,156,8.823990482007568e-13,-27.756132005620255,7.4160871023848935,2.003651573392111,1.1898445042763734e-13,-29.759783579012367,337.5990289144573,0.054425121298319286,0.00011844422480591792,0.8160557972356571,0.7827536023732152
929,157,8.251439036929757e-13,-27.823218595068166,7.424156838078457,2.0047391210795102,1.1114311317627581e-13,-29.827957716147676,339.24137525059035,0.05429321913216448,0.00011688529414890092,0.814308705672884,0.78359284766099
937,158,7.718879236278222e-13,-27.889937032072957,7.432148395492966,2.0058149684129734,1.0385798056668422e-13,-29.89575200048593,340.8794411194813,0.054162611416836474,0.00011560856225578756,0.8137192294515309,0.7838766222789114
941,159,7.22278751476405e-13,-27.95636524815119,7.440080250770974,2.006881635180776,9.707943021200069e-14,-29.963246883331966,342.5141201440436,0.05403320890191832,0.00011484210181066592,0.8153741735254333,0.7830807110631461
947,160,6.759550878201286e-13,-28.022649759210736,7.447986818518871,2.0079437701717593,9.075675135989975e-14,-30.030593529382497,344.1471180515719,0.053904861121448905,0.00011384342369894172,0.8159047586055692,0.782826049898259
953,161,6.327376956988679e-13,-28.08872044142898,7.4558516409249105,2.008999179240703,8.486457700228267e-14,-30.097719620669682,345.77760946037563,0.0537776185425681,0.00011285964017328038,0.8164332552403004,0.7825726379354193
967,162,5.924088698427215e-13,-28.154579339903403,7.463675199834589,2.010047947034787,7.937227357587181e-14,-30.16462728693819,347.405612368644,0.053651464954286535,0.00011096476722706625,0.8125901041294791,0.7844210466351266
971,163,5.54920325449018e-13,-28.219951849219168,7.471393581633799,2.01108153885807,7.427266672353143e-14,-30.231033388077236,349.0278774485396,0.05352663499759773,0.00011025053552543302,0.8142124156902201,0.7836391807244659
977,164,5.198753376648808e-13,-28.285187347336148,7.47908811673332,2.0121108750271843,6.951052448516279e-14,-30.29729822236333,350.64852050174966,0.053402795839798886,0.00010931995054206527,0.8147477523495447,0.7833816901617063
983,165,4.871428804426328e-13,-28.350218925858986,7.486743273454643,2.013133893019219,6.506739481369287e-14,-30.363352818878205,352.266744726752,0.05327999518791827,0.00010840283863259057,0.8152809167311104,0.7831254965518625
991,166,4.565635582205729e-13,-28.41504847516833,7.494359492451036,2.0141506699243057,6.092095777904212e-14,-30.429199145092635,353.88256698329485,0.0531582182092905,0.00010728197418625732,0.8147496293521419,0.7833807877922783
997,167,4.280178293622582e-13,-28.47961154280808,7.501921913735044,2.0151592428791907,5.705442342429795e-14,-30.49477078568727,355.4952124704731,0.053037509408476534,0.00010639420142121671,0.815282601540452,0.7831246873736515
