cutoff_mode,dataset,replicate,track_id,first_cutoff,last_cutoff,observations,eligible_cutoffs,persistence,tail_count,tail_tau_mean,tail_tau_median,tail_tau_std,tail_tau_min,tail_tau_max,tail_drift,tail_slope,median_prominence,prominence_std,prominence_cv,stable
taper,real,0,10,11,211,7,3,1.0,3,3.7905382112285366,3.7268058853052652,0.24546208671594985,3.5268860211277433,4.1179227272526004,0.5910367061248571,0.8079042100973486,0.6207218278603841,0.22413456560180503,0.35481213243141324,False
taper,real,0,11,11,211,8,3,1.0,3,30.479796324034254,30.48183202638613,0.021881123527629064,30.452037730774407,30.50551921494222,0.05348148416781129,0.07213651714146226,5.510305917362134,0.17668855678442283,0.03184890875914645,True
taper,real,0,12,11,211,8,3,1.0,3,32.84126148051707,32.84455066669825,0.023122066711472836,32.81144188264895,32.86779189220401,0.056350009555060865,0.07668031753401564,3.442723029165438,0.017757607790470892,0.005160768704181213,True
taper,real,0,13,17,211,6,3,0.6666666666666666,2,8.294092330338636,8.294092330338636,0.004445733784392836,8.289646596554242,8.298538064123028,0.008891467568785671,0.01206870311495749,0.2201915530957416,0.051867105298513655,0.23555447322705106,False
taper,real,0,14,17,151,6,3,0.6666666666666666,2,28.326310079245744,28.326310079245744,0.017805969111773123,28.30850411013397,28.344116048357517,0.03561193822354625,0.08855181629482288,0.21875396544651193,0.10671780127561747,0.4878439623153314,False
taper,real,0,15,29,211,6,3,1.0,3,2.4644612605129197,2.4312806264696136,0.1844138797990106,2.2570270191996684,2.7050761358694775,0.44804911666980907,0.6105716357110115,2.3380869600702834,0.5148853244459494,0.21612176513535647,False
taper,real,0,16,29,101,4,3,0.3333333333333333,1,16.24309397108515,16.24309397108515,0.0,16.24309397108515,16.24309397108515,0.0,nan,0.12407448742369953,0.0,0.0,False
taper,real,0,17,29,151,5,3,0.6666666666666666,2,18.95137602920408,18.95137602920408,0.017093545227101714,18.93428248397698,18.968469574431182,0.03418709045420343,0.08500882301185275,0.2769463842432533,0.1372020952183856,0.4954103141417994,False
taper,real,0,18,47,211,5,3,1.0,3,17.63246546494746,17.62894484251199,0.01786861299433351,17.61255471461386,17.655896837716544,0.043342123102682706,0.05822812919374448,0.4696990278591633,0.13494561171210068,0.3311075009468911,True
taper,real,0,19,47,211,5,3,1.0,3,34.66093429550614,34.65791355386089,0.03583293862424761,34.61863649841903,34.70625283423851,0.08761633581948303,0.11896717697951606,0.4024987454097442,0.08804936479973666,0.24148037340978293,True
taper,real,0,20,71,71,1,3,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False
taper,real,0,21,71,211,4,3,1.0,3,12.518293108225942,12.522433589028603,0.03749150212129688,12.470445565468433,12.562000170180788,0.09155460471235521,0.12443680433955269,0.33160083605313656,0.03512177854982032,0.11008489694856073,True
