cutoff_mode,dataset,replicate,prime_cutoff,event,track_id,feature_id,distance,missing_steps
hard,phase_scrambled,1,211,match,14,peak_5,0.04469143240878104,0
hard,phase_scrambled,1,211,match,3,peak_6,0.06706812115668548,0
hard,phase_scrambled,1,211,match,22,peak_7,0.05324882122104668,0
hard,phase_scrambled,1,211,match,4,peak_8,0.03452770992296017,0
hard,phase_scrambled,1,211,match,10,peak_9,0.05419156354133925,0
hard,phase_scrambled,1,211,match,19,peak_10,0.002878193724153988,0
hard,phase_scrambled,1,211,match,15,peak_11,0.07270236632862748,0
hard,phase_scrambled,1,211,match,18,peak_12,0.038642459555433106,0
hard,phase_scrambled,1,211,match,6,peak_13,0.011191449207348825,0
hard,phase_scrambled,1,211,match,23,peak_14,0.09788772278452029,0
hard,phase_scrambled,1,211,match,7,peak_15,0.04218240147244501,0
hard,phase_scrambled,1,211,match,24,peak_16,0.022702205371224693,0
hard,phase_scrambled,1,211,match,11,peak_17,0.004233000843196777,0
hard,phase_scrambled,1,211,match,25,peak_18,0.025885637458966215,0
hard,phase_scrambled,1,211,match,12,peak_19,0.06537788722081572,0
hard,phase_scrambled,1,211,match,20,peak_20,0.05354178767893103,0
taper,phase_scrambled,1,5,birth,1,peak_1,,0
taper,phase_scrambled,1,5,birth,2,peak_2,,0
taper,phase_scrambled,1,5,birth,3,peak_3,,0
taper,phase_scrambled,1,5,birth,4,peak_4,,0
taper,phase_scrambled,1,5,birth,5,peak_5,,0
taper,phase_scrambled,1,5,birth,6,peak_6,,0
taper,phase_scrambled,1,7,match,1,peak_1,0.20054105459856286,0
taper,phase_scrambled,1,7,match,2,peak_2,0.1726547354111041,0
taper,phase_scrambled,1,7,birth,7,peak_3,,0
taper,phase_scrambled,1,7,match,4,peak_4,0.4364095535108312,0
taper,phase_scrambled,1,7,match,5,peak_5,0.3589845064693904,0
taper,phase_scrambled,1,7,match,6,peak_6,0.09867634926903435,0
taper,phase_scrambled,1,7,missing,3,,,1
taper,phase_scrambled,1,11,match,1,peak_1,0.17361506287324424,0
taper,phase_scrambled,1,11,match,2,peak_2,0.08450393388378252,0
taper,phase_scrambled,1,11,match,7,peak_3,0.1333953165433197,0
taper,phase_scrambled,1,11,birth,8,peak_4,,0
taper,phase_scrambled,1,11,match,4,peak_5,0.30434829253566775,0
taper,phase_scrambled,1,11,birth,9,peak_6,,0
taper,phase_scrambled,1,11,match,5,peak_7,0.41256663936555427,0
taper,phase_scrambled,1,11,match,6,peak_8,0.2669097791789419,0
taper,phase_scrambled,1,11,missing,3,,,2
taper,phase_scrambled,1,17,death,3,,,2
taper,phase_scrambled,1,17,match,1,peak_1,0.10878400045454883,0
taper,phase_scrambled,1,17,match,2,peak_2,0.18051653676166524,0
taper,phase_scrambled,1,17,match,7,peak_3,0.06664642070487936,0
taper,phase_scrambled,1,17,match,8,peak_4,0.08765902436892148,0
taper,phase_scrambled,1,17,match,4,peak_5,0.15773272088297574,0
taper,phase_scrambled,1,17,match,9,peak_6,0.167248655743645,0
taper,phase_scrambled,1,17,match,5,peak_7,0.14649506906515697,0
taper,phase_scrambled,1,17,birth,10,peak_8,,0
taper,phase_scrambled,1,17,match,6,peak_9,0.312067461879753,0
taper,phase_scrambled,1,29,match,1,peak_1,0.04137636896261432,0
taper,phase_scrambled,1,29,birth,11,peak_2,,0
taper,phase_scrambled,1,29,match,2,peak_3,0.23233130081948516,0
taper,phase_scrambled,1,29,match,7,peak_4,0.046030077588884666,0
taper,phase_scrambled,1,29,match,8,peak_5,0.02653891127241259,0
taper,phase_scrambled,1,29,match,4,peak_6,0.3450519559155829,0
taper,phase_scrambled,1,29,match,9,peak_7,0.29042762907386077,0
taper,phase_scrambled,1,29,match,5,peak_8,0.10327194345415336,0
taper,phase_scrambled,1,29,match,10,peak_9,0.2260915150463454,0
taper,phase_scrambled,1,29,match,6,peak_10,0.04428078556831849,0
taper,phase_scrambled,1,47,match,1,peak_1,0.041318018670891465,0
taper,phase_scrambled,1,47,match,11,peak_2,0.02900676474959596,0
taper,phase_scrambled,1,47,match,2,peak_3,0.10173143659868167,0
taper,phase_scrambled,1,47,match,7,peak_4,0.012883559286089863,0
taper,phase_scrambled,1,47,match,8,peak_5,0.07122311734072007,0
taper,phase_scrambled,1,47,match,4,peak_6,0.06405117797454096,0
taper,phase_scrambled,1,47,match,9,peak_7,0.2760995581605066,0
taper,phase_scrambled,1,47,match,5,peak_8,0.200010229518913,0
taper,phase_scrambled,1,47,match,10,peak_9,0.09735845868424775,0
taper,phase_scrambled,1,47,match,6,peak_10,0.0315413113879508,0
taper,phase_scrambled,1,71,match,1,peak_1,0.03610178691140531,0
taper,phase_scrambled,1,71,match,11,peak_2,0.03362233533880943,0
taper,phase_scrambled,1,71,birth,12,peak_3,,0
taper,phase_scrambled,1,71,match,2,peak_4,0.020510214907250912,0
taper,phase_scrambled,1,71,match,7,peak_5,0.058251246250160094,0
taper,phase_scrambled,1,71,match,8,peak_6,0.134235406930312,0
taper,phase_scrambled,1,71,match,4,peak_7,0.024133567320181015,0
taper,phase_scrambled,1,71,birth,13,peak_8,,0
taper,phase_scrambled,1,71,match,9,peak_9,0.06727885323898519,0
taper,phase_scrambled,1,71,match,5,peak_10,0.07459608213997271,0
taper,phase_scrambled,1,71,match,10,peak_11,0.04068402938841231,0
taper,phase_scrambled,1,71,match,6,peak_12,0.21012152689817754,0
taper,phase_scrambled,1,101,match,1,peak_1,0.039247879319208145,0
taper,phase_scrambled,1,101,match,11,peak_2,0.05497155152439337,0
taper,phase_scrambled,1,101,birth,14,peak_3,,0
taper,phase_scrambled,1,101,match,12,peak_4,0.148352016333547,0
taper,phase_scrambled,1,101,match,2,peak_5,0.003737187881910131,0
taper,phase_scrambled,1,101,match,7,peak_6,0.02288813573398052,0
taper,phase_scrambled,1,101,match,8,peak_7,0.06421977863330852,0
taper,phase_scrambled,1,101,birth,15,peak_8,,0
taper,phase_scrambled,1,101,match,4,peak_9,0.02742719589760867,0
taper,phase_scrambled,1,101,match,13,peak_10,0.0011141248893054012,0
taper,phase_scrambled,1,101,match,9,peak_11,0.0005909382074769098,0
taper,phase_scrambled,1,101,match,5,peak_12,0.03858707586947574,0
taper,phase_scrambled,1,101,match,10,peak_13,0.07402234048440093,0
taper,phase_scrambled,1,101,match,6,peak_14,0.15104225266464866,0
taper,phase_scrambled,1,151,birth,16,peak_1,,0
taper,phase_scrambled,1,151,match,1,peak_2,0.05456003196357351,0
taper,phase_scrambled,1,151,match,11,peak_3,0.09056573607740237,0
taper,phase_scrambled,1,151,match,14,peak_4,0.0366232253326757,0
taper,phase_scrambled,1,151,match,12,peak_5,0.056399062369196784,0
taper,phase_scrambled,1,151,match,2,peak_6,0.007701715542037135,0
taper,phase_scrambled,1,151,match,7,peak_7,0.008101982776230088,0
taper,phase_scrambled,1,151,match,8,peak_8,0.02745548499905759,0
taper,phase_scrambled,1,151,match,15,peak_9,0.03807900695258226,0
taper,phase_scrambled,1,151,match,4,peak_10,0.02637821991624989,0
taper,phase_scrambled,1,151,match,13,peak_11,0.0009287675742370993,0
taper,phase_scrambled,1,151,match,9,peak_12,0.0025499471867682644,0
taper,phase_scrambled,1,151,birth,17,peak_13,,0
taper,phase_scrambled,1,151,match,5,peak_14,0.02463781394111564,0
taper,phase_scrambled,1,151,match,10,peak_15,0.0013062950016795583,0
taper,phase_scrambled,1,151,match,6,peak_16,0.029262316268457766,0
taper,phase_scrambled,1,151,birth,18,peak_17,,0
taper,phase_scrambled,1,211,match,16,peak_1,0.04391670567290573,0
taper,phase_scrambled,1,211,match,1,peak_2,0.05225502774405921,0
taper,phase_scrambled,1,211,match,11,peak_3,0.002969105268941341,0
taper,phase_scrambled,1,211,match,14,peak_4,0.007541051177684999,0
taper,phase_scrambled,1,211,match,12,peak_5,0.037854131553983095,0
taper,phase_scrambled,1,211,match,2,peak_6,0.01612776188535925,0
taper,phase_scrambled,1,211,birth,19,peak_7,,0
taper,phase_scrambled,1,211,match,7,peak_8,0.025157281373296314,0
taper,phase_scrambled,1,211,match,8,peak_9,0.03458917673169282,0
taper,phase_scrambled,1,211,match,15,peak_10,0.013727189460404077,0
taper,phase_scrambled,1,211,match,4,peak_11,0.0054251838359498095,0
taper,phase_scrambled,1,211,match,13,peak_12,0.007170786021760023,0
taper,phase_scrambled,1,211,match,9,peak_13,0.019691674344414878,0
taper,phase_scrambled,1,211,match,17,peak_14,0.061375216860824366,0
taper,phase_scrambled,1,211,match,5,peak_15,0.03837451187328611,0
taper,phase_scrambled,1,211,match,10,peak_16,0.04178035464680363,0
taper,phase_scrambled,1,211,birth,20,peak_17,,0
taper,phase_scrambled,1,211,match,6,peak_18,0.06958523658523319,0
taper,phase_scrambled,1,211,match,18,peak_19,0.03538841271696924,0
hard,shuffled_rates,0,5,birth,1,peak_1,,0
hard,shuffled_rates,0,5,birth,2,peak_2,,0
hard,shuffled_rates,0,5,birth,3,peak_3,,0
hard,shuffled_rates,0,5,birth,4,peak_4,,0
hard,shuffled_rates,0,5,birth,5,peak_5,,0
hard,shuffled_rates,0,5,birth,6,peak_6,,0
hard,shuffled_rates,0,5,birth,7,peak_7,,0
hard,shuffled_rates,0,5,birth,8,peak_8,,0
hard,shuffled_rates,0,5,birth,9,peak_9,,0
hard,shuffled_rates,0,5,birth,10,peak_10,,0
hard,shuffled_rates,0,5,birth,11,peak_11,,0
hard,shuffled_rates,0,5,birth,12,peak_12,,0
hard,shuffled_rates,0,7,match,1,peak_1,0.3620820832157974,0
hard,shuffled_rates,0,7,match,2,peak_2,0.02804334830930344,0
hard,shuffled_rates,0,7,match,3,peak_3,0.4081425661199267,0
hard,shuffled_rates,0,7,birth,13,peak_4,,0
hard,shuffled_rates,0,7,birth,14,peak_5,,0
hard,shuffled_rates,0,7,match,5,peak_6,0.2904836519277829,0
hard,shuffled_rates,0,7,match,6,peak_7,0.35338591359744953,0
hard,shuffled_rates,0,7,match,7,peak_8,0.3893088393506048,0
hard,shuffled_rates,0,7,match,8,peak_9,0.05780081654117808,0
hard,shuffled_rates,0,7,match,9,peak_10,0.39000084422112025,0
hard,shuffled_rates,0,7,match,10,peak_11,0.14862622948720983,0
hard,shuffled_rates,0,7,match,11,peak_12,0.1685584846041408,0
hard,shuffled_rates,0,7,birth,15,peak_13,,0
hard,shuffled_rates,0,7,missing,4,,,1
hard,shuffled_rates,0,7,missing,12,,,1
hard,shuffled_rates,0,11,match,1,peak_1,0.28711063384082935,0
hard,shuffled_rates,0,11,match,2,peak_2,0.22004130394353272,0
hard,shuffled_rates,0,11,match,3,peak_3,0.16673974575128714,0
hard,shuffled_rates,0,11,match,13,peak_4,0.18712733177360974,0
hard,shuffled_rates,0,11,match,5,peak_5,0.09753357730877354,0
hard,shuffled_rates,0,11,match,6,peak_6,0.13570601683684202,0
hard,shuffled_rates,0,11,match,7,peak_7,0.42464171650024696,0
hard,shuffled_rates,0,11,match,8,peak_8,0.3892420290718448,0
hard,shuffled_rates,0,11,match,9,peak_9,0.036163578821966524,0
hard,shuffled_rates,0,11,match,10,peak_10,0.10268460785784583,0
hard,shuffled_rates,0,11,match,11,peak_11,0.06159752098026772,0
hard,shuffled_rates,0,11,match,15,peak_12,0.09838114898662553,0
hard,shuffled_rates,0,11,missing,4,,,2
hard,shuffled_rates,0,11,missing,12,,,2
hard,shuffled_rates,0,11,missing,14,,,1
hard,shuffled_rates,0,17,death,4,,,2
hard,shuffled_rates,0,17,death,12,,,2
hard,shuffled_rates,0,17,match,1,peak_1,0.30237470466906213,0
hard,shuffled_rates,0,17,birth,16,peak_2,,0
hard,shuffled_rates,0,17,birth,17,peak_3,,0
hard,shuffled_rates,0,17,match,3,peak_4,0.06457968709546158,0
hard,shuffled_rates,0,17,match,13,peak_5,0.3174127134527769,0
hard,shuffled_rates,0,17,match,5,peak_6,0.0881161567130615,0
hard,shuffled_rates,0,17,match,6,peak_7,0.1360614787472656,0
hard,shuffled_rates,0,17,birth,18,peak_8,,0
hard,shuffled_rates,0,17,match,8,peak_9,0.3233903078752647,0
hard,shuffled_rates,0,17,match,9,peak_10,0.3409030867346239,0
hard,shuffled_rates,0,17,match,10,peak_11,0.038279472932789105,0
hard,shuffled_rates,0,17,match,11,peak_12,0.018376743294592046,0
hard,shuffled_rates,0,17,match,15,peak_13,0.17508708174027987,0
hard,shuffled_rates,0,17,birth,19,peak_14,,0
hard,shuffled_rates,0,17,missing,2,,,1
hard,shuffled_rates,0,17,missing,7,,,1
hard,shuffled_rates,0,17,missing,14,,,2
hard,shuffled_rates,0,29,death,14,,,2
hard,shuffled_rates,0,29,match,1,peak_1,0.23022822429925127,0
hard,shuffled_rates,0,29,match,16,peak_2,0.306658563262197,0
hard,shuffled_rates,0,29,reconnect,2,peak_3,0.3464528414968644,1
hard,shuffled_rates,0,29,match,3,peak_4,0.016774924543727643,0
hard,shuffled_rates,0,29,match,13,peak_5,0.265267627934481,0
hard,shuffled_rates,0,29,birth,20,peak_6,,0
hard,shuffled_rates,0,29,match,5,peak_7,0.05569322547508904,0
hard,shuffled_rates,0,29,match,6,peak_8,0.13374200820114623,0
hard,shuffled_rates,0,29,match,18,peak_9,0.15098422923126265,0
hard,shuffled_rates,0,29,match,8,peak_10,0.06902458217384577,0
hard,shuffled_rates,0,29,birth,21,peak_11,,0
hard,shuffled_rates,0,29,match,9,peak_12,0.09423472877502093,0
hard,shuffled_rates,0,29,birth,22,peak_13,,0
hard,shuffled_rates,0,29,match,11,peak_14,0.26868490059584715,0
hard,shuffled_rates,0,29,match,15,peak_15,0.06407962149281587,0
hard,shuffled_rates,0,29,match,19,peak_16,0.08116589773219118,0
hard,shuffled_rates,0,29,missing,7,,,2
hard,shuffled_rates,0,29,missing,10,,,1
hard,shuffled_rates,0,29,missing,17,,,1
hard,shuffled_rates,0,47,death,7,,,2
hard,shuffled_rates,0,47,match,1,peak_1,0.19783813552150575,0
hard,shuffled_rates,0,47,match,16,peak_2,0.3212110559586172,0
hard,shuffled_rates,0,47,match,2,peak_3,0.4515432422580563,0
hard,shuffled_rates,0,47,reconnect,17,peak_4,0.08977490479638028,1
hard,shuffled_rates,0,47,match,3,peak_5,0.3200052898080372,0
hard,shuffled_rates,0,47,match,13,peak_6,0.3393972192645833,0
hard,shuffled_rates,0,47,birth,23,peak_7,,0
hard,shuffled_rates,0,47,match,20,peak_8,0.03795063057375714,0
hard,shuffled_rates,0,47,match,5,peak_9,0.03104139568932851,0
hard,shuffled_rates,0,47,match,6,peak_10,0.26846591014187027,0
hard,shuffled_rates,0,47,birth,24,peak_11,,0
hard,shuffled_rates,0,47,match,18,peak_12,0.3444690368909278,0
hard,shuffled_rates,0,47,match,8,peak_13,0.027603761298401253,0
hard,shuffled_rates,0,47,match,21,peak_14,0.029811792325755704,0
hard,shuffled_rates,0,47,match,9,peak_15,0.03785021697845181,0
hard,shuffled_rates,0,47,match,22,peak_16,0.07190511983840508,0
hard,shuffled_rates,0,47,reconnect,10,peak_17,0.33470332272009884,1
hard,shuffled_rates,0,47,match,11,peak_18,0.032472532117157726,0
hard,shuffled_rates,0,47,match,15,peak_19,0.08189494474067516,0
hard,shuffled_rates,0,47,match,19,peak_20,0.042925514482796245,0
hard,shuffled_rates,0,71,match,1,peak_1,0.10841268264953174,0
hard,shuffled_rates,0,71,match,16,peak_2,0.23609581625177967,0
hard,shuffled_rates,0,71,match,2,peak_3,0.3922755823003561,0
hard,shuffled_rates,0,71,birth,25,peak_4,,0
hard,shuffled_rates,0,71,match,3,peak_5,0.3005587196007493,0
hard,shuffled_rates,0,71,birth,26,peak_6,,0
hard,shuffled_rates,0,71,match,13,peak_7,0.3978228231593661,0
hard,shuffled_rates,0,71,match,20,peak_8,0.1290315925139307,0
hard,shuffled_rates,0,71,match,5,peak_9,0.06337222729743353,0
hard,shuffled_rates,0,71,match,6,peak_10,0.06768879238905612,0
hard,shuffled_rates,0,71,match,24,peak_11,0.006938740093549001,0
hard,shuffled_rates,0,71,match,18,peak_12,0.0337884600887044,0
hard,shuffled_rates,0,71,match,8,peak_13,0.0715114140082953,0
hard,shuffled_rates,0,71,match,21,peak_14,0.02670210445671728,0
hard,shuffled_rates,0,71,match,9,peak_15,0.03310029069906051,0
hard,shuffled_rates,0,71,match,22,peak_16,0.10765596772746733,0
hard,shuffled_rates,0,71,match,10,peak_17,0.0061155340295471206,0
hard,shuffled_rates,0,71,match,11,peak_18,0.036566159916688434,0
hard,shuffled_rates,0,71,match,15,peak_19,0.05371665114174817,0
hard,shuffled_rates,0,71,match,19,peak_20,0.07048987339184265,0
hard,shuffled_rates,0,71,missing,17,,,1
hard,shuffled_rates,0,71,missing,23,,,1
hard,shuffled_rates,0,101,match,1,peak_1,0.08193396604151626,0
hard,shuffled_rates,0,101,match,16,peak_2,0.19385695019183524,0
hard,shuffled_rates,0,101,match,2,peak_3,0.4019695124720988,0
hard,shuffled_rates,0,101,match,25,peak_4,0.3624062219683237,0
hard,shuffled_rates,0,101,reconnect,17,peak_5,0.31358951716439254,1
hard,shuffled_rates,0,101,match,13,peak_6,0.3911636830223326,0
hard,shuffled_rates,0,101,match,20,peak_7,0.05149848879112895,0
hard,shuffled_rates,0,101,match,5,peak_8,0.011950354533228236,0
hard,shuffled_rates,0,101,match,6,peak_9,0.010783022568286782,0
hard,shuffled_rates,0,101,match,24,peak_10,0.23092602669806084,0
hard,shuffled_rates,0,101,match,18,peak_11,0.06391507286723197,0
hard,shuffled_rates,0,101,match,8,peak_12,0.013786514323101073,0
hard,shuffled_rates,0,101,match,9,peak_13,0.06404907550253469,0
hard,shuffled_rates,0,101,match,22,peak_14,0.1691287966946824,0
hard,shuffled_rates,0,101,match,10,peak_15,0.05508740937424861,0
hard,shuffled_rates,0,101,match,11,peak_16,0.03871673709836898,0
hard,shuffled_rates,0,101,match,15,peak_17,0.03098902186928143,0
hard,shuffled_rates,0,101,match,19,peak_18,0.027106892370156288,0
hard,shuffled_rates,0,101,missing,3,,,1
hard,shuffled_rates,0,101,missing,21,,,1
hard,shuffled_rates,0,101,missing,23,,,2
hard,shuffled_rates,0,101,missing,26,,,1
hard,shuffled_rates,0,151,death,23,,,2
hard,shuffled_rates,0,151,match,1,peak_1,0.08499691816421029,0
hard,shuffled_rates,0,151,match,16,peak_2,0.2009789693838342,0
hard,shuffled_rates,0,151,match,2,peak_3,0.2711673470595568,0
hard,shuffled_rates,0,151,match,25,peak_4,0.3367954048207924,0
hard,shuffled_rates,0,151,match,17,peak_5,0.38928265415931396,0
hard,shuffled_rates,0,151,reconnect,3,peak_6,0.1122131509427513,1
hard,shuffled_rates,0,151,reconnect,26,peak_7,0.04037497211289498,1
hard,shuffled_rates,0,151,match,13,peak_8,0.3315055029252605,0
hard,shuffled_rates,0,151,birth,27,peak_9,,0
hard,shuffled_rates,0,151,match,20,peak_10,0.10138209255062236,0
hard,shuffled_rates,0,151,match,5,peak_11,0.06171030772744146,0
hard,shuffled_rates,0,151,match,6,peak_12,0.20650223408645374,0
hard,shuffled_rates,0,151,match,24,peak_13,0.2683829059944145,0
hard,shuffled_rates,0,151,birth,28,peak_14,,0
hard,shuffled_rates,0,151,match,8,peak_15,0.11819164002617555,0
hard,shuffled_rates,0,151,match,9,peak_16,0.089164622417929,0
hard,shuffled_rates,0,151,match,22,peak_17,0.2677257493475871,0
hard,shuffled_rates,0,151,match,11,peak_18,0.05927511793542806,0
hard,shuffled_rates,0,151,match,15,peak_19,0.05344391959105366,0
hard,shuffled_rates,0,151,match,19,peak_20,0.11167329702221451,0
hard,shuffled_rates,0,151,missing,10,,,1
hard,shuffled_rates,0,151,missing,18,,,1
hard,shuffled_rates,0,151,missing,21,,,2
hard,shuffled_rates,0,211,death,21,,,2
hard,shuffled_rates,0,211,match,1,peak_1,0.05863400866223356,0
hard,shuffled_rates,0,211,match,16,peak_2,0.13368298338088724,0
hard,shuffled_rates,0,211,match,2,peak_3,0.20887236827370437,0
hard,shuffled_rates,0,211,match,25,peak_4,0.28056490336130757,0
hard,shuffled_rates,0,211,match,17,peak_5,0.48195231429129937,0
hard,shuffled_rates,0,211,match,3,peak_6,0.3615621534738507,0
hard,shuffled_rates,0,211,match,26,peak_7,0.4676148529056805,0
hard,shuffled_rates,0,211,match,13,peak_8,0.4216170909031991,0
hard,shuffled_rates,0,211,match,27,peak_9,0.456799280358128,0
hard,shuffled_rates,0,211,birth,29,peak_10,,0
hard,shuffled_rates,0,211,match,20,peak_11,0.177532867251724,0
hard,shuffled_rates,0,211,match,5,peak_12,0.17394853419842526,0
hard,shuffled_rates,0,211,match,6,peak_13,0.16722372077451553,0
hard,shuffled_rates,0,211,match,24,peak_14,0.09751795797857099,0
hard,shuffled_rates,0,211,match,28,peak_15,0.014435233357573907,0
hard,shuffled_rates,0,211,match,8,peak_16,0.011042646923282717,0
hard,shuffled_rates,0,211,match,9,peak_17,0.03192561275837846,0
hard,shuffled_rates,0,211,match,22,peak_18,0.0800139377465392,0
hard,shuffled_rates,0,211,birth,30,peak_19,,0
hard,shuffled_rates,0,211,match,11,peak_20,0.03260967297492101,0
hard,shuffled_rates,0,211,birth,31,peak_21,,0
hard,shuffled_rates,0,211,match,15,peak_22,0.05182105382523616,0
hard,shuffled_rates,0,211,match,19,peak_23,0.06933074542217099,0
hard,shuffled_rates,0,211,missing,10,,,2
hard,shuffled_rates,0,211,missing,18,,,2
taper,shuffled_rates,0,5,birth,1,peak_1,,0
taper,shuffled_rates,0,5,birth,2,peak_2,,0
taper,shuffled_rates,0,5,birth,3,peak_3,,0
taper,shuffled_rates,0,5,birth,4,peak_4,,0
taper,shuffled_rates,0,5,birth,5,peak_5,,0
taper,shuffled_rates,0,5,birth,6,peak_6,,0
taper,shuffled_rates,0,5,birth,7,peak_7,,0
taper,shuffled_rates,0,5,birth,8,peak_8,,0
taper,shuffled_rates,0,5,birth,9,peak_9,,0
taper,shuffled_rates,0,5,birth,10,peak_10,,0
taper,shuffled_rates,0,7,match,1,peak_1,0.005092348931677648,0
taper,shuffled_rates,0,7,match,2,peak_2,0.15886298519428088,0
taper,shuffled_rates,0,7,match,3,peak_3,0.19737063318992654,0
taper,shuffled_rates,0,7,match,4,peak_4,0.14540049738718253,0
taper,shuffled_rates,0,7,match,5,peak_5,0.0633785622017502,0
taper,shuffled_rates,0,7,birth,11,peak_6,,0
taper,shuffled_rates,0,7,match,6,peak_7,0.09790491489598452,0
taper,shuffled_rates,0,7,match,7,peak_8,0.15977869150701807,0
taper,shuffled_rates,0,7,match,8,peak_9,0.13088552498704686,0
taper,shuffled_rates,0,7,birth,12,peak_10,,0
taper,shuffled_rates,0,7,match,9,peak_11,0.10850265217805344,0
taper,shuffled_rates,0,7,match,10,peak_12,0.10675083692182596,0
taper,shuffled_rates,0,11,match,1,peak_1,0.1102962342108218,0
taper,shuffled_rates,0,11,match,2,peak_2,0.08802199770043106,0
taper,shuffled_rates,0,11,match,3,peak_3,0.028503124600441687,0
taper,shuffled_rates,0,11,match,4,peak_4,0.2609166193877286,0
taper,shuffled_rates,0,11,match,5,peak_5,0.10271489680756574,0
taper,shuffled_rates,0,11,match,11,peak_6,0.08465009851898486,0
taper,shuffled_rates,0,11,match,6,peak_7,0.15434835666216173,0
taper,shuffled_rates,0,11,match,7,peak_8,0.10126228234829782,0
taper,shuffled_rates,0,11,match,8,peak_9,0.3615213259114789,0
taper,shuffled_rates,0,11,match,12,peak_10,0.0917766109171616,0
taper,shuffled_rates,0,11,match,9,peak_11,0.05679080601267117,0
taper,shuffled_rates,0,11,match,10,peak_12,0.2711798265687051,0
taper,shuffled_rates,0,17,match,1,peak_1,0.27302773764761756,0
taper,shuffled_rates,0,17,match,2,peak_2,0.010657524918336492,0
taper,shuffled_rates,0,17,match,3,peak_3,0.0762962781099299,0
taper,shuffled_rates,0,17,match,4,peak_4,0.1393702218997781,0
taper,shuffled_rates,0,17,match,5,peak_5,0.1544465959322725,0
taper,shuffled_rates,0,17,match,11,peak_6,0.2550327650279236,0
taper,shuffled_rates,0,17,match,6,peak_7,0.0008309446133800691,0
taper,shuffled_rates,0,17,match,7,peak_8,0.1184515520018472,0
taper,shuffled_rates,0,17,match,8,peak_9,0.11653887455658563,0
taper,shuffled_rates,0,17,match,12,peak_10,0.04115817762095375,0
taper,shuffled_rates,0,17,match,9,peak_11,0.0073308312596260805,0
taper,shuffled_rates,0,17,match,10,peak_12,0.10084534713617899,0
taper,shuffled_rates,0,29,match,1,peak_1,0.3962728944379905,0
taper,shuffled_rates,0,29,match,2,peak_2,0.04999269253751226,0
taper,shuffled_rates,0,29,match,3,peak_3,0.04568797868887042,0
taper,shuffled_rates,0,29,match,4,peak_4,0.13419692066604227,0
taper,shuffled_rates,0,29,match,5,peak_5,0.014297166903670444,0
taper,shuffled_rates,0,29,match,11,peak_6,0.00041916198207303523,0
taper,shuffled_rates,0,29,match,6,peak_7,0.06855571553256112,0
taper,shuffled_rates,0,29,match,7,peak_8,0.03610517785396539,0
taper,shuffled_rates,0,29,match,8,peak_9,0.08499138825080621,0
taper,shuffled_rates,0,29,match,12,peak_10,0.016354509930380345,0
taper,shuffled_rates,0,29,match,9,peak_11,0.05535334350937049,0
taper,shuffled_rates,0,29,match,10,peak_12,0.03346592717627317,0
taper,shuffled_rates,0,29,birth,13,peak_13,,0
taper,shuffled_rates,0,47,match,1,peak_1,0.22998861600864107,0
taper,shuffled_rates,0,47,birth,14,peak_2,,0
taper,shuffled_rates,0,47,match,2,peak_3,0.010348333270495225,0
taper,shuffled_rates,0,47,birth,15,peak_4,,0
taper,shuffled_rates,0,47,match,3,peak_5,0.03370639019577748,0
taper,shuffled_rates,0,47,match,4,peak_6,0.03588846114709021,0
taper,shuffled_rates,0,47,birth,16,peak_7,,0
taper,shuffled_rates,0,47,match,5,peak_8,0.021003737563550118,0
taper,shuffled_rates,0,47,match,11,peak_9,0.06877941781319663,0
taper,shuffled_rates,0,47,match,6,peak_10,0.1022137068032336,0
taper,shuffled_rates,0,47,match,7,peak_11,0.033621322483234906,0
taper,shuffled_rates,0,47,match,8,peak_12,0.0351658406700075,0
taper,shuffled_rates,0,47,match,9,peak_13,0.1199107194058584,0
taper,shuffled_rates,0,47,match,10,peak_14,0.025167795479738686,0
taper,shuffled_rates,0,47,match,13,peak_15,0.061808613596014084,0
taper,shuffled_rates,0,47,missing,12,,,1
taper,shuffled_rates,0,71,match,1,peak_1,0.16328394407265656,0
taper,shuffled_rates,0,71,match,14,peak_2,0.14542587378047855,0
taper,shuffled_rates,0,71,match,2,peak_3,0.16967374650276046,0
taper,shuffled_rates,0,71,match,15,peak_4,0.07760078376067803,0
taper,shuffled_rates,0,71,match,3,peak_5,0.06652901504542097,0
taper,shuffled_rates,0,71,match,4,peak_6,0.0036902612229390286,0
taper,shuffled_rates,0,71,match,16,peak_7,0.02317347380092194,0
taper,shuffled_rates,0,71,match,5,peak_8,0.004857149047264642,0
taper,shuffled_rates,0,71,match,11,peak_9,0.0633646338629319,0
taper,shuffled_rates,0,71,match,6,peak_10,0.21294103742452464,0
taper,shuffled_rates,0,71,match,7,peak_11,0.04251371212879462,0
taper,shuffled_rates,0,71,match,8,peak_12,0.010338345012950612,0
taper,shuffled_rates,0,71,birth,17,peak_13,,0
taper,shuffled_rates,0,71,match,9,peak_14,0.04524820467928237,0
taper,shuffled_rates,0,71,match,10,peak_15,0.029768103210543018,0
taper,shuffled_rates,0,71,match,13,peak_16,0.0001557546048118752,0
taper,shuffled_rates,0,71,missing,12,,,2
taper,shuffled_rates,0,101,death,12,,,2
taper,shuffled_rates,0,101,match,1,peak_1,0.11750527350246465,0
taper,shuffled_rates,0,101,match,14,peak_2,0.17213305048957972,0
taper,shuffled_rates,0,101,match,2,peak_3,0.22265678783833653,0
