frame_prime,source_type,source_prime_q,zero_index,k,sign,raw_real,raw_imag,normalized_X,normalized_Y,expected_X,expected_Y,residual_X,residual_Y
3,passed_prime_factor,2,,-2,,-0.0,-12.086293711539184,0.0,-36.25888113461755,0.0,-36.25888113461755,0.0,0.0
3,passed_prime_factor,2,,-1,,-0.0,-6.043146855769592,0.0,-18.129440567308777,0.0,-18.129440567308777,0.0,0.0
3,passed_prime_factor,2,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,passed_prime_factor,2,,1,,0.0,6.043146855769592,0.0,18.129440567308777,0.0,18.129440567308777,0.0,0.0
3,passed_prime_factor,2,,2,,0.0,12.086293711539184,0.0,36.25888113461755,0.0,36.25888113461755,0.0,0.0
3,passed_prime_factor,2,,3,,0.0,18.129440567308777,0.0,54.38832170192633,0.0,54.38832170192632,0.0,7.105427357601002e-15
3,passed_prime_factor,2,,4,,0.0,24.17258742307837,0.0,72.5177622692351,0.0,72.5177622692351,0.0,0.0
3,passed_prime_factor,2,,5,,0.0,30.21573427884796,0.0,90.64720283654388,0.0,90.64720283654387,0.0,1.4210854715202004e-14
3,artificial_off_line,,,,,0.26666666666666666,9.423150094489795,0.8,28.269450283469386,0.8,28.26945028346939,0.0,-3.552713678800501e-15
5,inherited,,1,,1,0.2,5.653890056693879,1.0,28.269450283469393,1.0,28.26945028346939,0.0,3.552713678800501e-15
5,inherited,,1,,-1,0.2,-5.653890056693879,1.0,-28.269450283469393,1.0,-28.26945028346939,0.0,-3.552713678800501e-15
5,inherited,,2,,1,0.2,8.408815855508623,1.0,42.04407927754311,1.0,42.04407927754311,0.0,0.0
5,inherited,,2,,-1,0.2,-8.408815855508623,1.0,-42.04407927754311,1.0,-42.04407927754311,0.0,0.0
5,inherited,,3,,1,0.2,10.004343032058276,1.0,50.02171516029138,1.0,50.02171516029138,0.0,0.0
5,inherited,,3,,-1,0.2,-10.004343032058276,1.0,-50.02171516029138,1.0,-50.02171516029138,0.0,0.0
5,inherited,,4,,1,0.2,12.169950450343805,1.0,60.849752251719025,1.0,60.849752251719025,0.0,0.0
5,inherited,,4,,-1,0.2,-12.169950450343805,1.0,-60.849752251719025,1.0,-60.849752251719025,0.0,0.0
5,inherited,,5,,1,0.2,13.174024635095677,1.0,65.87012317547838,1.0,65.87012317547838,0.0,0.0
5,inherited,,5,,-1,0.2,-13.174024635095677,1.0,-65.87012317547838,1.0,-65.87012317547838,0.0,0.0
5,inherited,,6,,1,0.2,15.034471263530271,1.0,75.17235631765135,1.0,75.17235631765135,0.0,0.0
5,inherited,,6,,-1,0.2,-15.034471263530271,1.0,-75.17235631765135,1.0,-75.17235631765135,0.0,0.0
5,inherited,,7,,1,0.2,16.367487604859,1.0,81.83743802429501,1.0,81.837438024295,0.0,1.4210854715202004e-14
5,inherited,,7,,-1,0.2,-16.367487604859,1.0,-81.83743802429501,1.0,-81.837438024295,0.0,-1.4210854715202004e-14
5,inherited,,8,,1,0.2,17.330829312366003,1.0,86.65414656183002,1.0,86.65414656183,0.0,1.4210854715202004e-14
5,inherited,,8,,-1,0.2,-17.330829312366003,1.0,-86.65414656183002,1.0,-86.65414656183,0.0,-1.4210854715202004e-14
5,inherited,,9,,1,0.2,19.202060352466866,1.0,96.01030176233434,1.0,96.01030176233432,0.0,1.4210854715202004e-14
5,inherited,,9,,-1,0.2,-19.202060352466866,1.0,-96.01030176233434,1.0,-96.01030176233432,0.0,-1.4210854715202004e-14
5,inherited,,10,,1,0.2,19.90953299106892,1.0,99.5476649553446,1.0,99.5476649553446,0.0,0.0
5,inherited,,10,,-1,0.2,-19.90953299106892,1.0,-99.5476649553446,1.0,-99.5476649553446,0.0,0.0
5,passed_prime_factor,2,,-5,,-0.0,-18.129440567308773,0.0,-90.64720283654387,0.0,-90.64720283654387,0.0,0.0
5,passed_prime_factor,2,,-4,,-0.0,-14.503552453847018,0.0,-72.51776226923509,0.0,-72.5177622692351,0.0,1.4210854715202004e-14
5,passed_prime_factor,2,,-3,,-0.0,-10.877664340385264,0.0,-54.38832170192632,0.0,-54.38832170192632,0.0,0.0
5,passed_prime_factor,2,,-2,,-0.0,-7.251776226923509,0.0,-36.258881134617546,0.0,-36.25888113461755,0.0,7.105427357601002e-15
5,passed_prime_factor,2,,-1,,-0.0,-3.6258881134617544,0.0,-18.129440567308773,0.0,-18.129440567308777,0.0,3.552713678800501e-15
5,passed_prime_factor,2,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,passed_prime_factor,2,,1,,0.0,3.6258881134617544,0.0,18.129440567308773,0.0,18.129440567308777,0.0,-3.552713678800501e-15
5,passed_prime_factor,2,,2,,0.0,7.251776226923509,0.0,36.258881134617546,0.0,36.25888113461755,0.0,-7.105427357601002e-15
5,passed_prime_factor,2,,3,,0.0,10.877664340385264,0.0,54.38832170192632,0.0,54.38832170192632,0.0,0.0
5,passed_prime_factor,2,,4,,0.0,14.503552453847018,0.0,72.51776226923509,0.0,72.5177622692351,0.0,-1.4210854715202004e-14
5,passed_prime_factor,2,,5,,0.0,18.129440567308773,0.0,90.64720283654387,0.0,90.64720283654387,0.0,0.0
5,passed_prime_factor,3,,-5,,-0.0,-11.438403469520509,0.0,-57.192017347602544,0.0,-57.19201734760254,0.0,-7.105427357601002e-15
5,passed_prime_factor,3,,-4,,-0.0,-9.150722775616407,0.0,-45.753613878082035,0.0,-45.75361387808203,0.0,-7.105427357601002e-15
5,passed_prime_factor,3,,-3,,-0.0,-6.863042081712305,0.0,-34.315210408561526,0.0,-34.315210408561526,0.0,0.0
5,passed_prime_factor,3,,-2,,-0.0,-4.575361387808203,0.0,-22.876806939041018,0.0,-22.876806939041014,0.0,-3.552713678800501e-15
5,passed_prime_factor,3,,-1,,-0.0,-2.2876806939041017,0.0,-11.438403469520509,0.0,-11.438403469520507,0.0,-1.7763568394002505e-15
5,passed_prime_factor,3,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,passed_prime_factor,3,,1,,0.0,2.2876806939041017,0.0,11.438403469520509,0.0,11.438403469520507,0.0,1.7763568394002505e-15
5,passed_prime_factor,3,,2,,0.0,4.575361387808203,0.0,22.876806939041018,0.0,22.876806939041014,0.0,3.552713678800501e-15
5,passed_prime_factor,3,,3,,0.0,6.863042081712305,0.0,34.315210408561526,0.0,34.315210408561526,0.0,0.0
5,passed_prime_factor,3,,4,,0.0,9.150722775616407,0.0,45.753613878082035,0.0,45.75361387808203,0.0,7.105427357601002e-15
5,passed_prime_factor,3,,5,,0.0,11.438403469520509,0.0,57.192017347602544,0.0,57.19201734760254,0.0,7.105427357601002e-15
5,artificial_off_line,,,,,0.16000000000000003,5.653890056693879,0.8000000000000002,28.269450283469393,0.8,28.26945028346939,1.1102230246251565e-16,3.552713678800501e-15
7,inherited,,1,,1,0.14285714285714285,4.038492897638484,1.0,28.26945028346939,1.0,28.26945028346939,0.0,0.0
7,inherited,,1,,-1,0.14285714285714285,-4.038492897638484,1.0,-28.26945028346939,1.0,-28.26945028346939,0.0,0.0
7,inherited,,2,,1,0.14285714285714285,6.006297039649016,1.0,42.04407927754311,1.0,42.04407927754311,0.0,0.0
7,inherited,,2,,-1,0.14285714285714285,-6.006297039649016,1.0,-42.04407927754311,1.0,-42.04407927754311,0.0,0.0
7,inherited,,3,,1,0.14285714285714285,7.145959308613054,1.0,50.02171516029138,1.0,50.02171516029138,0.0,0.0
7,inherited,,3,,-1,0.14285714285714285,-7.145959308613054,1.0,-50.02171516029138,1.0,-50.02171516029138,0.0,0.0
7,inherited,,4,,1,0.14285714285714285,8.692821750245574,1.0,60.849752251719025,1.0,60.849752251719025,0.0,0.0
7,inherited,,4,,-1,0.14285714285714285,-8.692821750245574,1.0,-60.849752251719025,1.0,-60.849752251719025,0.0,0.0
7,inherited,,5,,1,0.14285714285714285,9.410017596496912,1.0,65.87012317547838,1.0,65.87012317547838,0.0,0.0
7,inherited,,5,,-1,0.14285714285714285,-9.410017596496912,1.0,-65.87012317547838,1.0,-65.87012317547838,0.0,0.0
7,inherited,,6,,1,0.14285714285714285,10.738908045378764,1.0,75.17235631765135,1.0,75.17235631765135,0.0,0.0
7,inherited,,6,,-1,0.14285714285714285,-10.738908045378764,1.0,-75.17235631765135,1.0,-75.17235631765135,0.0,0.0
7,inherited,,7,,1,0.14285714285714285,11.691062574899284,1.0,81.83743802429498,1.0,81.837438024295,0.0,-1.4210854715202004e-14
7,inherited,,7,,-1,0.14285714285714285,-11.691062574899284,1.0,-81.83743802429498,1.0,-81.837438024295,0.0,1.4210854715202004e-14
7,inherited,,8,,1,0.14285714285714285,12.379163794547143,1.0,86.65414656183,1.0,86.65414656183,0.0,0.0
7,inherited,,8,,-1,0.14285714285714285,-12.379163794547143,1.0,-86.65414656183,1.0,-86.65414656183,0.0,0.0
7,inherited,,9,,1,0.14285714285714285,13.715757394619189,1.0,96.01030176233432,1.0,96.01030176233432,0.0,0.0
7,inherited,,9,,-1,0.14285714285714285,-13.715757394619189,1.0,-96.01030176233432,1.0,-96.01030176233432,0.0,0.0
7,inherited,,10,,1,0.14285714285714285,14.221094993620657,1.0,99.5476649553446,1.0,99.5476649553446,0.0,0.0
7,inherited,,10,,-1,0.14285714285714285,-14.221094993620657,1.0,-99.5476649553446,1.0,-99.5476649553446,0.0,0.0
7,passed_prime_factor,2,,-5,,-0.0,-12.949600405220554,0.0,-90.64720283654388,0.0,-90.64720283654387,0.0,-1.4210854715202004e-14
7,passed_prime_factor,2,,-4,,-0.0,-10.359680324176443,0.0,-72.5177622692351,0.0,-72.5177622692351,0.0,0.0
7,passed_prime_factor,2,,-3,,-0.0,-7.769760243132333,0.0,-54.38832170192633,0.0,-54.38832170192632,0.0,-7.105427357601002e-15
7,passed_prime_factor,2,,-2,,-0.0,-5.1798401620882215,0.0,-36.25888113461755,0.0,-36.25888113461755,0.0,0.0
7,passed_prime_factor,2,,-1,,-0.0,-2.5899200810441108,0.0,-18.129440567308777,0.0,-18.129440567308777,0.0,0.0
7,passed_prime_factor,2,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,passed_prime_factor,2,,1,,0.0,2.5899200810441108,0.0,18.129440567308777,0.0,18.129440567308777,0.0,0.0
7,passed_prime_factor,2,,2,,0.0,5.1798401620882215,0.0,36.25888113461755,0.0,36.25888113461755,0.0,0.0
7,passed_prime_factor,2,,3,,0.0,7.769760243132333,0.0,54.38832170192633,0.0,54.38832170192632,0.0,7.105427357601002e-15
7,passed_prime_factor,2,,4,,0.0,10.359680324176443,0.0,72.5177622692351,0.0,72.5177622692351,0.0,0.0
7,passed_prime_factor,2,,5,,0.0,12.949600405220554,0.0,90.64720283654388,0.0,90.64720283654387,0.0,1.4210854715202004e-14
7,passed_prime_factor,3,,-5,,-0.0,-8.170288192514649,0.0,-57.192017347602544,0.0,-57.19201734760254,0.0,-7.105427357601002e-15
7,passed_prime_factor,3,,-4,,-0.0,-6.53623055401172,0.0,-45.753613878082035,0.0,-45.75361387808203,0.0,-7.105427357601002e-15
7,passed_prime_factor,3,,-3,,-0.0,-4.90217291550879,0.0,-34.315210408561526,0.0,-34.315210408561526,0.0,0.0
7,passed_prime_factor,3,,-2,,-0.0,-3.26811527700586,0.0,-22.876806939041018,0.0,-22.876806939041014,0.0,-3.552713678800501e-15
7,passed_prime_factor,3,,-1,,-0.0,-1.63405763850293,0.0,-11.438403469520509,0.0,-11.438403469520507,0.0,-1.7763568394002505e-15
7,passed_prime_factor,3,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,passed_prime_factor,3,,1,,0.0,1.63405763850293,0.0,11.438403469520509,0.0,11.438403469520507,0.0,1.7763568394002505e-15
7,passed_prime_factor,3,,2,,0.0,3.26811527700586,0.0,22.876806939041018,0.0,22.876806939041014,0.0,3.552713678800501e-15
7,passed_prime_factor,3,,3,,0.0,4.90217291550879,0.0,34.315210408561526,0.0,34.315210408561526,0.0,0.0
7,passed_prime_factor,3,,4,,0.0,6.53623055401172,0.0,45.753613878082035,0.0,45.75361387808203,0.0,7.105427357601002e-15
7,passed_prime_factor,3,,5,,0.0,8.170288192514649,0.0,57.192017347602544,0.0,57.19201734760254,0.0,7.105427357601002e-15
7,passed_prime_factor,5,,-5,,-0.0,-5.577089330946204,0.0,-39.03962531662343,0.0,-39.03962531662343,0.0,0.0
7,passed_prime_factor,5,,-4,,-0.0,-4.461671464756963,0.0,-31.23170025329874,0.0,-31.231700253298744,0.0,3.552713678800501e-15
7,passed_prime_factor,5,,-3,,-0.0,-3.3462535985677224,0.0,-23.42377518997406,0.0,-23.42377518997406,0.0,0.0
7,passed_prime_factor,5,,-2,,-0.0,-2.2308357323784813,0.0,-15.61585012664937,0.0,-15.615850126649372,0.0,1.7763568394002505e-15
7,passed_prime_factor,5,,-1,,-0.0,-1.1154178661892407,0.0,-7.807925063324685,0.0,-7.807925063324686,0.0,8.881784197001252e-16
7,passed_prime_factor,5,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,passed_prime_factor,5,,1,,0.0,1.1154178661892407,0.0,7.807925063324685,0.0,7.807925063324686,0.0,-8.881784197001252e-16
7,passed_prime_factor,5,,2,,0.0,2.2308357323784813,0.0,15.61585012664937,0.0,15.615850126649372,0.0,-1.7763568394002505e-15
7,passed_prime_factor,5,,3,,0.0,3.3462535985677224,0.0,23.42377518997406,0.0,23.42377518997406,0.0,0.0
7,passed_prime_factor,5,,4,,0.0,4.461671464756963,0.0,31.23170025329874,0.0,31.231700253298744,0.0,-3.552713678800501e-15
7,passed_prime_factor,5,,5,,0.0,5.577089330946204,0.0,39.03962531662343,0.0,39.03962531662343,0.0,0.0
7,artificial_off_line,,,,,0.11428571428571428,4.038492897638484,0.7999999999999999,28.26945028346939,0.8,28.26945028346939,-1.1102230246251565e-16,0.0
11,inherited,,1,,1,0.09090909090909091,2.5699500257699444,1.0,28.26945028346939,1.0,28.26945028346939,0.0,0.0
11,inherited,,1,,-1,0.09090909090909091,-2.5699500257699444,1.0,-28.26945028346939,1.0,-28.26945028346939,0.0,0.0
11,inherited,,2,,1,0.09090909090909091,3.822189025231192,1.0,42.04407927754311,1.0,42.04407927754311,0.0,0.0
11,inherited,,2,,-1,0.09090909090909091,-3.822189025231192,1.0,-42.04407927754311,1.0,-42.04407927754311,0.0,0.0
11,inherited,,3,,1,0.09090909090909091,4.54742865093558,1.0,50.02171516029138,1.0,50.02171516029138,0.0,0.0
11,inherited,,3,,-1,0.09090909090909091,-4.54742865093558,1.0,-50.02171516029138,1.0,-50.02171516029138,0.0,0.0
11,inherited,,4,,1,0.09090909090909091,5.531795659247185,1.0,60.84975225171903,1.0,60.849752251719025,0.0,7.105427357601002e-15
11,inherited,,4,,-1,0.09090909090909091,-5.531795659247185,1.0,-60.84975225171903,1.0,-60.849752251719025,0.0,-7.105427357601002e-15
11,inherited,,5,,1,0.09090909090909091,5.9881930159525805,1.0,65.87012317547838,1.0,65.87012317547838,0.0,0.0
11,inherited,,5,,-1,0.09090909090909091,-5.9881930159525805,1.0,-65.87012317547838,1.0,-65.87012317547838,0.0,0.0
11,inherited,,6,,1,0.09090909090909091,6.833850574331941,1.0,75.17235631765135,1.0,75.17235631765135,0.0,0.0
11,inherited,,6,,-1,0.09090909090909091,-6.833850574331941,1.0,-75.17235631765135,1.0,-75.17235631765135,0.0,0.0
11,inherited,,7,,1,0.09090909090909091,7.4397670931177275,1.0,81.837438024295,1.0,81.837438024295,0.0,0.0
11,inherited,,7,,-1,0.09090909090909091,-7.4397670931177275,1.0,-81.837438024295,1.0,-81.837438024295,0.0,0.0
11,inherited,,8,,1,0.09090909090909091,7.877649687439091,1.0,86.65414656183,1.0,86.65414656183,0.0,0.0
11,inherited,,8,,-1,0.09090909090909091,-7.877649687439091,1.0,-86.65414656183,1.0,-86.65414656183,0.0,0.0
11,inherited,,9,,1,0.09090909090909091,8.728209251121303,1.0,96.01030176233434,1.0,96.01030176233432,0.0,1.4210854715202004e-14
11,inherited,,9,,-1,0.09090909090909091,-8.728209251121303,1.0,-96.01030176233434,1.0,-96.01030176233432,0.0,-1.4210854715202004e-14
11,inherited,,10,,1,0.09090909090909091,9.049787723213147,1.0,99.54766495534462,1.0,99.5476649553446,0.0,1.4210854715202004e-14
11,inherited,,10,,-1,0.09090909090909091,-9.049787723213147,1.0,-99.54766495534462,1.0,-99.5476649553446,0.0,-1.4210854715202004e-14
11,passed_prime_factor,2,,-5,,-0.0,-8.24065480332217,0.0,-90.64720283654388,0.0,-90.64720283654387,0.0,-1.4210854715202004e-14
11,passed_prime_factor,2,,-4,,-0.0,-6.592523842657736,0.0,-72.5177622692351,0.0,-72.5177622692351,0.0,0.0
11,passed_prime_factor,2,,-3,,-0.0,-4.944392881993302,0.0,-54.38832170192632,0.0,-54.38832170192632,0.0,0.0
11,passed_prime_factor,2,,-2,,-0.0,-3.296261921328868,0.0,-36.25888113461755,0.0,-36.25888113461755,0.0,0.0
11,passed_prime_factor,2,,-1,,-0.0,-1.648130960664434,0.0,-18.129440567308777,0.0,-18.129440567308777,0.0,0.0
11,passed_prime_factor,2,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,passed_prime_factor,2,,1,,0.0,1.648130960664434,0.0,18.129440567308777,0.0,18.129440567308777,0.0,0.0
11,passed_prime_factor,2,,2,,0.0,3.296261921328868,0.0,36.25888113461755,0.0,36.25888113461755,0.0,0.0
11,passed_prime_factor,2,,3,,0.0,4.944392881993302,0.0,54.38832170192632,0.0,54.38832170192632,0.0,0.0
11,passed_prime_factor,2,,4,,0.0,6.592523842657736,0.0,72.5177622692351,0.0,72.5177622692351,0.0,0.0
11,passed_prime_factor,2,,5,,0.0,8.24065480332217,0.0,90.64720283654388,0.0,90.64720283654387,0.0,1.4210854715202004e-14
11,passed_prime_factor,3,,-5,,-0.0,-5.199274304327504,0.0,-57.19201734760254,0.0,-57.19201734760254,0.0,0.0
11,passed_prime_factor,3,,-4,,-0.0,-4.159419443462003,0.0,-45.753613878082035,0.0,-45.75361387808203,0.0,-7.105427357601002e-15
11,passed_prime_factor,3,,-3,,-0.0,-3.119564582596502,0.0,-34.315210408561526,0.0,-34.315210408561526,0.0,0.0
11,passed_prime_factor,3,,-2,,-0.0,-2.0797097217310014,0.0,-22.876806939041018,0.0,-22.876806939041014,0.0,-3.552713678800501e-15
11,passed_prime_factor,3,,-1,,-0.0,-1.0398548608655007,0.0,-11.438403469520509,0.0,-11.438403469520507,0.0,-1.7763568394002505e-15
11,passed_prime_factor,3,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,passed_prime_factor,3,,1,,0.0,1.0398548608655007,0.0,11.438403469520509,0.0,11.438403469520507,0.0,1.7763568394002505e-15
11,passed_prime_factor,3,,2,,0.0,2.0797097217310014,0.0,22.876806939041018,0.0,22.876806939041014,0.0,3.552713678800501e-15
11,passed_prime_factor,3,,3,,0.0,3.119564582596502,0.0,34.315210408561526,0.0,34.315210408561526,0.0,0.0
11,passed_prime_factor,3,,4,,0.0,4.159419443462003,0.0,45.753613878082035,0.0,45.75361387808203,0.0,7.105427357601002e-15
11,passed_prime_factor,3,,5,,0.0,5.199274304327504,0.0,57.19201734760254,0.0,57.19201734760254,0.0,0.0
11,passed_prime_factor,5,,-5,,-0.0,-3.549056846965766,0.0,-39.03962531662343,0.0,-39.03962531662343,0.0,0.0
11,passed_prime_factor,5,,-4,,-0.0,-2.839245477572613,0.0,-31.231700253298744,0.0,-31.231700253298744,0.0,0.0
11,passed_prime_factor,5,,-3,,-0.0,-2.1294341081794594,0.0,-23.423775189974055,0.0,-23.42377518997406,0.0,3.552713678800501e-15
11,passed_prime_factor,5,,-2,,-0.0,-1.4196227387863065,0.0,-15.615850126649372,0.0,-15.615850126649372,0.0,0.0
11,passed_prime_factor,5,,-1,,-0.0,-0.7098113693931533,0.0,-7.807925063324686,0.0,-7.807925063324686,0.0,0.0
11,passed_prime_factor,5,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,passed_prime_factor,5,,1,,0.0,0.7098113693931533,0.0,7.807925063324686,0.0,7.807925063324686,0.0,0.0
11,passed_prime_factor,5,,2,,0.0,1.4196227387863065,0.0,15.615850126649372,0.0,15.615850126649372,0.0,0.0
11,passed_prime_factor,5,,3,,0.0,2.1294341081794594,0.0,23.423775189974055,0.0,23.42377518997406,0.0,-3.552713678800501e-15
11,passed_prime_factor,5,,4,,0.0,2.839245477572613,0.0,31.231700253298744,0.0,31.231700253298744,0.0,0.0
11,passed_prime_factor,5,,5,,0.0,3.549056846965766,0.0,39.03962531662343,0.0,39.03962531662343,0.0,0.0
11,passed_prime_factor,7,,-5,,-0.0,-2.935380467419602,0.0,-32.28918514161562,0.0,-32.289185141615626,0.0,7.105427357601002e-15
11,passed_prime_factor,7,,-4,,-0.0,-2.3483043739356813,0.0,-25.831348113292492,0.0,-25.8313481132925,0.0,7.105427357601002e-15
11,passed_prime_factor,7,,-3,,-0.0,-1.7612282804517612,0.0,-19.373511084969373,0.0,-19.373511084969373,0.0,0.0
11,passed_prime_factor,7,,-2,,-0.0,-1.1741521869678406,0.0,-12.915674056646246,0.0,-12.91567405664625,0.0,3.552713678800501e-15
11,passed_prime_factor,7,,-1,,-0.0,-0.5870760934839203,0.0,-6.457837028323123,0.0,-6.457837028323125,0.0,1.7763568394002505e-15
11,passed_prime_factor,7,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,passed_prime_factor,7,,1,,0.0,0.5870760934839203,0.0,6.457837028323123,0.0,6.457837028323125,0.0,-1.7763568394002505e-15
11,passed_prime_factor,7,,2,,0.0,1.1741521869678406,0.0,12.915674056646246,0.0,12.91567405664625,0.0,-3.552713678800501e-15
11,passed_prime_factor,7,,3,,0.0,1.7612282804517612,0.0,19.373511084969373,0.0,19.373511084969373,0.0,0.0
11,passed_prime_factor,7,,4,,0.0,2.3483043739356813,0.0,25.831348113292492,0.0,25.8313481132925,0.0,-7.105427357601002e-15
