dataset,replicate,prime_cutoff,zero_index,gamma,in_window,L_at_gamma,slope_at_gamma,curvature_at_gamma,phase_at_gamma,phase_slope_at_gamma,peak_bracketed,nearest_peak_tau,nearest_peak_value,nearest_peak_prominence,nearest_peak_width,nearest_peak_id,nearest_peak_track_id,peak_offset,min_bracketed,nearest_min_tau,nearest_min_value,nearest_min_prominence,nearest_min_width,nearest_min_id,nearest_min_track_id,min_offset,peak_track_switched,min_track_switched,peak_common_cohort,min_common_cohort
shuffled_rates,0,29,10,49.7738324776723,True,1.2639052625350253,-5.184499792653838,-10.196848824235367,-1.0209610252816341,-1.5477194885395757,True,49.423971484823525,2.270497134087295,3.550280769701393,1.1286577424097595,peak_38,115,-0.34986099284877525,True,50.36624055905989,-1.913016751062737,2.3794612618437836,0.44252805535211337,min_38,116,0.5924080813875889,True,True,True,True
shuffled_rates,0,29,11,52.970321477714464,True,2.5700911905943693,0.6269538870686484,-17.42856708090417,0.2991884978955238,-3.4218007320546806,True,53.008038219502495,2.581720542270059,6.4803117351928226,1.3832155400563806,peak_40,119,0.03771674178803153,True,52.21502961221922,-3.5396267879857737,5.9199923211356165,0.6574678354788376,min_39,118,-0.755291865495245,True,True,True,True
shuffled_rates,0,29,12,56.44624769706339,True,2.0082191080199725,8.222551850712502,-24.621899518948553,1.4949807425811636,-3.1338501077092196,True,56.817279723805434,3.4998165694803456,7.735829324602669,1.2010066792638554,peak_42,123,0.37103202674204283,True,55.98717201520885,-2.88005465756346,2.7297957115551,0.32636123090589536,min_41,122,-0.45907568185454295,True,True,True,True
shuffled_rates,0,29,13,59.34704400260235,True,2.2041261516954327,-6.2512362137353765,-27.832308919699827,-0.8916346363836734,-3.34285358054624,False,59.07581311983881,2.99603670159378,4.7448549809892455,1.0313375923592867,peak_43,125,-0.2712308827635397,True,59.74079785887689,-1.74902639762288,0.5802146943894939,0.1507544136931301,min_43,126,0.39375385627453596,True,True,False,False
shuffled_rates,0,29,14,60.83177852460981,False,3.1050031915848333,-0.6828665084116694,-20.994880098785,-0.42127755797641925,-4.035611843836535,False,,,,,,,,False,,,,,,,,False,False,False,False
shuffled_rates,0,29,15,65.1125440480816,False,1.035328042329365,-9.021456734306526,-40.375557121046356,-0.8733064079412466,-2.206513584571838,False,,,,,,,,False,,,,,,,,False,False,False,False
shuffled_rates,0,29,16,67.07981052949417,False,0.8346320437297587,-7.914896858786487,-8.089374432330684,-0.28763106635274166,0.44962218845140167,False,,,,,,,,False,,,,,,,,False,False,False,False
shuffled_rates,0,29,17,69.54640171117398,False,3.170747088617749,-0.22887759098533966,-27.078608870482793,-0.25598281206800777,-4.6725466950985,False,,,,,,,,False,,,,,,,,False,False,False,False
shuffled_rates,0,29,18,72.0671576744819,False,1.5730868620635474,-6.040194910358114,19.993761066349304,-0.71956216739907,-0.41060865228628707,False,,,,,,,,False,,,,,,,,False,False,False,False
shuffled_rates,0,29,19,75.70469069908393,False,1.6360056687824882,-5.183304578170841,-14.636110377453496,-0.5116314583087733,-2.081088828673009,False,,,,,,,,False,,,,,,,,False,False,False,False
shuffled_rates,0,29,20,77.1448400688748,False,2.9737745996374385,0.8947711264061664,-16.399918910818887,0.042981999790389386,-3.4102978412276177,False,,,,,,,,False,,,,,,,,False,False,False,False
shuffled_rates,0,101,1,14.134725141734695,True,1.4589910513276108,-10.502519064516138,-38.02192691504532,-0.6486523116032323,-0.18007558589877998,True,13.854802436537458,2.5659183613165095,6.39820137721726,1.6205612880464424,peak_10,145,-0.2799227051972366,True,14.220387210551118,0.7714723712460508,1.1975886620089673,0.15923910084266027,min_10,146,0.0856620688164238,True,True,True,True
shuffled_rates,0,101,2,21.022039638771556,True,0.8827508292016555,-6.205197529751443,-44.890174367954934,-0.795514730184002,-2.799843628054617,True,20.840120055548777,1.3878467704536903,4.104328608576909,1.2354061497495559,peak_18,161,-0.18191958322277912,True,21.325401217201502,-2.3593671172541657,3.2564852139513443,0.27463578933197824,min_18,162,0.3033615784299464,True,True,True,True
shuffled_rates,0,101,3,25.01085758014569,True,3.8587747198128692,-0.30732091494143454,-40.877114405959574,-0.12146203771355099,-6.175714562008874,True,25.0033532463902,3.8599285257710885,8.126291582573225,0.9607870069467935,peak_22,169,-0.007504333755488091,True,25.61750409386306,-2.706066212061963,4.897265578628946,0.8508825871947738,min_22,170,0.6066465137173722,True,True,True,True
shuffled_rates,0,101,4,30.424876125859512,True,3.451995782390667,6.062049079435446,-37.424984861318855,1.1542092529958965,-5.586987186234519,True,30.5807890675019,3.928005279336517,9.014572080700205,1.0660712548317361,peak_28,181,0.1559129416423879,True,29.85477886848256,-4.271779851820846,8.126291582573225,0.7860890119074838,min_27,180,-0.570097257376954,True,True,True,True
shuffled_rates,0,101,5,32.93506158773919,True,1.4335129686830115,6.922487954241697,-36.584478485258565,0.5940421764039291,-2.483328971917243,True,33.243308515245275,2.4638227942000626,4.92315161312895,0.899155165642228,peak_30,185,0.30824692750608307,True,32.69856132492287,-1.0046107180080286,2.3111960805796126,0.23048423946596358,min_29,184,-0.23650026281632108,True,True,True,True
shuffled_rates,0,101,6,37.586178158825675,True,2.7254835707361083,4.124023533439601,-9.863789042281388,0.3093968577378373,-3.508454484330039,True,37.7240876173098,3.0647361966114035,7.1355179393680235,1.0731964987125275,peak_33,191,0.13790945848412406,True,36.95970816137216,-1.8794200946495414,2.383041112748943,0.2972724430498056,min_32,190,-0.626469997453512,True,True,True,True
shuffled_rates,0,101,7,40.9187190121475,True,0.1724389593221984,-0.6386134842541477,-18.803536033364228,-0.04158312618390472,-0.7681874218914186,True,40.30162029889116,0.9442896220783061,2.1587213671336416,1.0183712252371198,peak_36,197,-0.6170987132563397,True,41.22301199386042,-1.2157711081899343,2.1587213671336416,0.2719599861329789,min_36,198,0.3042929817129192,True,True,True,True
shuffled_rates,0,101,8,43.327073280915,True,3.4229426571714088,0.12558953595974026,-23.92739518238171,0.08975202959219597,-4.8551015128120785,True,43.33237802834841,3.4232745846862014,7.931639327378928,1.0617623046272093,peak_38,201,0.005304747433406476,True,42.6445014861862,-3.9074295409248867,5.598670533068876,0.4824859047753762,min_37,200,-0.6825717947288013,True,True,True,True
shuffled_rates,0,101,9,48.00515088116716,True,3.8800067906823377,-0.05942443669337294,-50.02146807962289,0.13182149075137978,-6.622361227444433,True,48.0039614799594,3.880042116336582,9.320444160899115,1.292091082211491,peak_42,209,-0.0011894012077604543,True,48.37656596527533,0.448758796718712,0.15669427892547022,0.06583470285436306,min_42,210,0.3714150841081718,True,True,True,True
