dataset,replicate,prime_cutoff,zero_index,gamma,in_window,phase_at_gamma,phase_slope_at_gamma,abs_rotation_window_percentile,nearest_stationary_phase_offset,nearest_rotation_max_grid_offset
shuffled_rates,0,101,1,14.134725141734695,True,-0.6486523116032323,-0.18007558589877998,0.040986337887370876,0.002636737009273915,0.08527485826530601
shuffled_rates,0,101,2,21.022039638771556,True,-0.795514730184002,-2.799843628054617,0.5484838387204265,0.1330331382272476,-0.06203963877155516
shuffled_rates,0,101,3,25.01085758014569,True,-0.12146203771355099,-6.175714562008874,0.8747084305231589,-0.43105493363170666,-0.010857580145689383
shuffled_rates,0,101,4,30.424876125859512,True,1.1542092529958965,-5.586987186234519,0.8413862045984671,-0.33868664823860684,0.13512387414048987
shuffled_rates,0,101,5,32.93506158773919,True,0.5940421764039291,-2.483328971917243,0.49250249916694433,-0.11130556936621616,-0.23506158773918884
shuffled_rates,0,101,6,37.586178158825675,True,0.3093968577378373,-3.508454484330039,0.6561146284571809,-0.48024376169853156,0.1738218411743233
shuffled_rates,0,101,7,40.9187190121475,True,-0.04158312618390472,-0.7681874218914186,0.15494835054981673,-0.1345881085782068,0.04128098785250245
shuffled_rates,0,101,8,43.327073280915,True,0.08975202959219597,-4.8551015128120785,0.7967344218593803,-0.47975514873478886,-0.10707328091500301
shuffled_rates,0,101,9,48.00515088116716,True,0.13182149075137978,-6.622361227444433,0.8913695434855048,0.2736516285298265,0.034849118832838144
shuffled_rates,0,101,10,49.7738324776723,True,0.04270710706646168,3.938553833589278,0.7010996334555148,0.046818071885120105,-0.013832477672302446
shuffled_rates,0,101,11,52.970321477714464,True,0.37277820333988204,-5.931572006720982,0.8603798733755414,-0.28482525128865177,-0.0903214777144612
shuffled_rates,0,101,12,56.44624769706339,True,-0.020993028543798448,-7.124648476992133,0.9043652115961346,0.3464495470267437,0.05375230293660849
shuffled_rates,0,101,13,59.34704400260235,True,-0.6733458527229134,-6.21946655689568,0.8760413195601466,0.2517657341648416,0.032955997397650094
shuffled_rates,0,101,14,60.83177852460981,False,-0.4293506229005375,-6.097748077271725,,,
shuffled_rates,0,101,15,65.1125440480816,False,-0.9545166998973105,-4.284587749946046,,,
shuffled_rates,0,101,16,67.07981052949417,False,0.28991994655079045,-1.792606661514559,,,
shuffled_rates,0,101,17,69.54640171117398,False,-0.8166736871589365,-0.6238710272043139,,,
shuffled_rates,0,101,18,72.0671576744819,False,-0.39248620025611897,-5.531647376804866,,,
shuffled_rates,0,101,19,75.70469069908393,False,0.5945650398942129,-5.675041831974591,,,
shuffled_rates,0,101,20,77.1448400688748,False,1.871571271798931,-5.9921707147257095,,,
shuffled_rates,1,5,1,14.134725141734695,True,-0.3912114105522951,-1.2342034792544183,0.8517160946351217,1.127616866633831,-0.25472514173469385
shuffled_rates,1,5,2,21.022039638771556,True,0.3749502482439532,-1.1421793179491218,0.7984005331556148,-1.1364332152673313,-0.00203963877155644
shuffled_rates,1,5,3,25.01085758014569,True,-0.056708711675816814,-1.1271670959109192,0.7780739753415529,-1.1677463770347423,0.08914241985431204
shuffled_rates,1,5,4,30.424876125859512,True,-0.049176929707684724,-0.9503124393373519,0.6284571809396867,0.4660326895556075,-0.28487612585951183
shuffled_rates,1,5,5,32.93506158773919,True,-0.5640749808146838,-1.0656027926805067,0.7150949683438854,1.1223826919148294,-0.4350615877391917
shuffled_rates,1,5,6,37.586178158825675,True,0.14811858509270817,-0.9547877128088147,0.6321226257914029,1.0693314884885226,0.21382184117432956
shuffled_rates,1,5,7,40.9187190121475,True,0.47496644550022815,-0.8371919520277865,0.5601466177940686,-0.7411102958148348,0.7812809878525044
shuffled_rates,1,5,8,43.327073280915,True,0.05682648859932485,-0.11328195527414009,0.09296901032989004,-0.02501869823024805,-0.38707328091500415
shuffled_rates,1,5,9,48.00515088116716,True,1.158576364117382,-1.1195550600647401,0.7677440853048983,-0.7672728414977925,0.8148491188328393
shuffled_rates,1,5,10,49.7738324776723,True,-0.9555490521286613,-1.0392590857056923,0.6974341886037987,0.5836331257070597,-0.9538324776723002
shuffled_rates,1,5,11,52.970321477714464,True,-0.38506280743804955,-0.8757326123171962,0.5818060646451183,0.9989585859627255,-0.0903214777144612
shuffled_rates,1,5,12,56.44624769706339,True,0.2248965882081902,-0.6166648508485483,0.4051982672442519,0.6267137611555214,-0.48624769706339066
shuffled_rates,1,5,13,59.34704400260235,True,0.8323358798452078,-0.9936160319405131,0.6621126291236255,-0.435417939452428,-0.7870440026023502
shuffled_rates,1,5,14,60.83177852460981,False,-0.9247107555969769,-1.1640252798156494,,,
shuffled_rates,1,5,15,65.1125440480816,False,0.36819358515080386,-1.0072443998800118,,,
shuffled_rates,1,5,16,67.07981052949417,False,0.5684854008728788,-0.827084615641432,,,
shuffled_rates,1,5,17,69.54640171117398,False,-0.6535160077663864,-0.542093167387981,,,
shuffled_rates,1,5,18,72.0671576744819,False,-0.46346076159641325,-0.346296645223355,,,
shuffled_rates,1,5,19,75.70469069908393,False,1.0450128159498975,-1.0414627871504814,,,
shuffled_rates,1,5,20,77.1448400688748,False,-0.6395944609633002,-1.1113119735805363,,,
shuffled_rates,1,29,1,14.134725141734695,True,-0.3707056126989832,-3.372802883176567,0.8800399866711096,0.5691738407799569,-0.014725141734693636
shuffled_rates,1,29,2,21.022039638771556,True,0.4643747346145739,-3.2909684801004393,0.8683772075974675,-0.49580372506874326,0.017960361228443134
shuffled_rates,1,29,3,25.01085758014569,True,0.1803298481661252,-3.965834560325083,0.9420193268910363,-0.4507182852237648,0.08914241985431204
shuffled_rates,1,29,4,30.424876125859512,True,0.42954183494573756,-3.5091017936588202,0.8940353215594802,-0.38539873558179494,0.13512387414048987
shuffled_rates,1,29,5,32.93506158773919,True,-0.039481403911657845,-3.8131149321104214,0.9286904365211596,0.5255739449720522,-0.07506158773919225
shuffled_rates,1,29,6,37.586178158825675,True,-0.0647348389642777,-1.4661697754961396,0.49183605464845054,-0.21093203668277738,0.2538218411743287
shuffled_rates,1,29,7,40.9187190121475,True,-0.5014980451301009,-1.359831778147338,0.4548483838720426,0.7026288274013055,-0.27871901214749784
shuffled_rates,1,29,8,43.327073280915,True,0.6725985172227847,-3.2149578527149725,0.8573808730423192,-0.21055657483842793,0.17292671908499813
shuffled_rates,1,29,9,48.00515088116716,True,-0.3779293213862788,-2.3855092966297695,0.7204265244918361,0.2226875168936857,-0.3451508811671573
shuffled_rates,1,29,10,49.7738324776723,True,-0.6334881324069056,-3.001680872945399,0.8180606464511829,0.470697375469328,-0.1538324776722959
shuffled_rates,1,29,11,52.970321477714464,True,-0.1807766370239851,-2.7661486773257393,0.7794068643785405,-0.5893153011701671,-0.1703214777144595
shuffled_rates,1,29,12,56.44624769706339,True,1.1154382782274896,-1.6791508757324989,0.5648117294235255,-0.195974419679402,0.43375230293661104
shuffled_rates,1,29,13,59.34704400260235,True,0.2258473535832621,-2.664990733030478,0.7627457514161946,0.21438049633696465,-0.16704400260235275
shuffled_rates,1,29,14,60.83177852460981,False,-1.3977127446379765,-3.3616087275563644,,,
shuffled_rates,1,29,15,65.1125440480816,False,0.06677831306569032,-1.879777320790458,,,
shuffled_rates,1,29,16,67.07981052949417,False,0.3230394789768879,-1.0796446365937642,,,
shuffled_rates,1,29,17,69.54640171117398,False,-0.40100949065151864,-4.0564305905552756,,,
shuffled_rates,1,29,18,72.0671576744819,False,-0.1158580573134914,-2.986453022243597,,,
shuffled_rates,1,29,19,75.70469069908393,False,0.31817581137361733,-1.4778088736806347,,,
shuffled_rates,1,29,20,77.1448400688748,False,-0.9481361602525041,-2.673573662915219,,,
shuffled_rates,1,101,1,14.134725141734695,True,-0.11839864126362538,-5.041922374001083,0.8077307564145285,0.17696686201392176,0.005274858265305937
shuffled_rates,1,101,2,21.022039638771556,True,0.4463799637527527,-2.070954230090922,0.39453515494835056,-0.4051958674241618,0.21796036122844598
shuffled_rates,1,101,3,25.01085758014569,True,0.2145636915689937,-3.081327571581982,0.5714761746084639,-0.3955430642939177,-0.1908575801456891
shuffled_rates,1,101,4,30.424876125859512,True,1.0725976044732626,-5.9225799425913195,0.8597134288570476,-0.14710300137188526,0.09512387414048717
shuffled_rates,1,101,5,32.93506158773919,True,-0.4172801741111464,-1.1844788854116284,0.23858713762079306,0.03200375321760873,-0.07506158773919225
shuffled_rates,1,101,6,37.586178158825675,True,0.6543719612216955,-7.318548416187331,0.9090303232255915,-0.1437090952731097,0.073821841174329
shuffled_rates,1,101,7,40.9187190121475,True,-0.26541768462655035,-1.5063287782027746,0.29790069976674444,-0.5665425544415186,0.1612809878524999
shuffled_rates,1,101,8,43.327073280915,True,-0.1917552851346387,-3.003191111460577,0.5564811729423526,-0.11392290470911348,-0.00707328091500159
shuffled_rates,1,101,9,48.00515088116716,True,0.8162314245391207,-6.813897935632724,0.8903698767077641,-0.3289757621176008,0.014849118832842123
shuffled_rates,1,101,10,49.7738324776723,True,-0.74845071197728,-2.308732778881862,0.44018660446517827,0.36947429391802444,0.16616752232769727
shuffled_rates,1,101,11,52.970321477714464,True,-0.49996793792201966,-2.346846555863748,0.4478507164278574,0.064083506737596,-0.15032147771446347
shuffled_rates,1,101,12,56.44624769706339,True,0.581829832444967,-8.158141855271218,0.9330223258913696,-0.2869081530713018,-0.006247697063393787
shuffled_rates,1,101,13,59.34704400260235,True,0.4652486190964269,-6.885852584586647,0.8927024325224925,-0.2781085435259172,0.07295599739764924
shuffled_rates,1,101,14,60.83177852460981,False,0.3906395154185963,-5.67236174074871,,,
shuffled_rates,1,101,15,65.1125440480816,False,-0.017632684922975345,-4.587771926908598,,,
shuffled_rates,1,101,16,67.07981052949417,False,-0.3777870757727287,-5.033861413519527,,,
shuffled_rates,1,101,17,69.54640171117398,False,0.27185652768743135,-0.07570614213667343,,,
shuffled_rates,1,101,18,72.0671576744819,False,0.7190500729586445,-0.43529780959353065,,,
shuffled_rates,1,101,19,75.70469069908393,False,-0.510224741186933,-6.4610320726871935,,,
shuffled_rates,1,101,20,77.1448400688748,False,0.33432128214130796,-6.588388442499118,,,
raised_cosine,0,5,1,14.134725141734695,True,-0.07813065030767427,-0.32512303734467046,0.8280573142285905,-2.1949168946630326,-0.014725141734693636
raised_cosine,0,5,2,21.022039638771556,True,0.1663327062834867,-0.29420060877760457,0.6297900699766744,1.3751352548848743,-0.20203963877155573
raised_cosine,0,5,3,25.01085758014569,True,-0.31631557853956027,-0.2775614539418496,0.5571476174608464,1.3499688208282308,-0.2508575801456878
raised_cosine,0,5,4,30.424876125859512,True,0.37831602977818396,-0.29951088159103084,0.6567810729756748,-1.2663543113357534,1.0951238741404872
raised_cosine,0,5,5,32.93506158773919,True,-0.40973890556581016,-0.2706614068489943,0.5308230589803399,0.860301658975331,1.3849384122608086
raised_cosine,0,5,6,37.586178158825675,True,0.4520151197959621,-0.18696077526301347,0.3182272575808064,-0.5034228254107944,0.7938218411743279
raised_cosine,0,5,7,40.9187190121475,True,0.18865929760005806,-0.19211528555170854,0.32722425858047316,-0.4046314514654128,-0.8787190121474993
raised_cosine,0,5,8,43.327073280915,True,-0.5013526608817226,-0.2713286899157792,0.5328223925358214,1.08000882873462,-1.0270732809149976
raised_cosine,0,5,9,48.00515088116716,True,0.41978873981195564,-0.30048493696563927,0.6617794068643785,-1.4603112759384658,0.9348491188328367
raised_cosine,0,5,10,49.7738324776723,True,-0.13713845184264564,-0.30189922359487026,0.6674441852715761,1.2108229936345225,-0.8338324776723027
raised_cosine,0,5,11,52.970321477714464,True,-0.32913978651211706,-0.16897910196387372,0.27957347550816397,0.5783303744881039,-0.23032147771446176
raised_cosine,0,5,12,56.44624769706339,True,0.2230042337480498,-0.09698922351928507,0.1509496834388537,0.21311225708806347,-0.48624769706339066
raised_cosine,0,5,13,59.34704400260235,True,0.016129431727509344,-0.3182604802312785,0.7680773075641453,-1.6647810733772914,0.41295599739764555
raised_cosine,0,5,14,60.83177852460981,False,-0.4524218742454216,-0.29457062593160316,,,
raised_cosine,0,5,15,65.1125440480816,False,0.5723511927977073,-0.2361577279769176,,,
raised_cosine,0,5,16,67.07981052949417,False,0.00018480796546746503,-0.28859632515168954,,,
raised_cosine,0,5,17,69.54640171117398,False,-0.07452440331308804,-0.18739992104616396,,,
raised_cosine,0,5,18,72.0671576744819,False,-0.46299386883134636,0.37476196662481687,,,
raised_cosine,0,5,19,75.70469069908393,False,0.4365375639690875,-0.2660544409046753,,,
raised_cosine,0,5,20,77.1448400688748,False,-0.008854281388042133,-0.3267457975541893,,,
raised_cosine,0,29,1,14.134725141734695,True,-0.1573077501499053,-2.132411306285882,0.9726757747417527,-0.8808307093681051,-0.07472514173469413
raised_cosine,0,29,2,21.022039638771556,True,0.1954318920310977,-1.2779246452868696,0.7254248583805398,1.058536068279615,0.3979603612284457
raised_cosine,0,29,3,25.01085758014569,True,-0.34496980693222457,-1.8492048501881537,0.9266911029656781,0.791431631167427,0.04914241985431289
raised_cosine,0,29,4,30.424876125859512,True,0.39504602366310815,-1.9479373012015504,0.9483505498167277,0.6230594099249096,-0.06487612585951297
raised_cosine,0,29,5,32.93506158773919,True,-0.49362577927858875,-1.7848321679738295,0.9096967677440853,-0.7014270123493134,0.024938412260809173
raised_cosine,0,29,6,37.586178158825675,True,0.35282340787996214,-1.663669375596978,0.8777074308563813,-0.7266507498543362,-0.0861781588256747
raised_cosine,0,29,7,40.9187190121475,True,0.19641386753232676,-1.841932935041799,0.9250249916694435,0.662415541477948,0.021280987852499322
raised_cosine,0,29,8,43.327073280915,True,-0.5001569448609574,-1.4235795184021522,0.7927357547484172,0.8468030092810039,0.19292671908500125
raised_cosine,0,29,9,48.00515088116716,True,0.7901796167082832,-1.4612669088491257,0.8080639786737754,-0.7522888612147796,-0.18515088116716072
raised_cosine,0,29,10,49.7738324776723,True,-0.4983146684415612,-1.0728351492387223,0.6107964011996001,0.8589501312603574,-0.25383247767229733
raised_cosine,0,29,11,52.970321477714464,True,-0.26056294613751496,-1.4146598856658636,0.7900699766744419,-0.9159003434902218,-0.0903214777144612
raised_cosine,0,29,12,56.44624769706339,True,0.23626379677731227,-1.1780354438161553,0.6707764078640454,0.6528271079797676,0.11375230293661076
raised_cosine,0,29,13,59.34704400260235,True,0.6092981040495639,-1.594249065954728,0.8520493168943686,-0.5465207563331234,0.052955997397646115
raised_cosine,0,29,14,60.83177852460981,False,-1.202506121063341,-1.2370694259171608,,,
raised_cosine,0,29,15,65.1125440480816,False,0.8054134471310113,-1.2709823503310027,,,
raised_cosine,0,29,16,67.07981052949417,False,-0.014798639667934476,-1.620305218801903,,,
raised_cosine,0,29,17,69.54640171117398,False,-0.2669095593887531,-1.7852943970512711,,,
raised_cosine,0,29,18,72.0671576744819,False,-0.4895726676967747,-1.2385784399966453,,,
raised_cosine,0,29,19,75.70469069908393,False,0.9575965386062504,-0.6634764364197343,,,
raised_cosine,0,29,20,77.1448400688748,False,-0.6509729809690655,-1.113721729169808,,,
raised_cosine,0,101,1,14.134725141734695,True,-0.19641353231589603,-3.2500696403168514,0.975674775074975,0.6770714743695514,0.045274858265305085
raised_cosine,0,101,2,21.022039638771556,True,0.24125001738376156,-2.507809059599175,0.8937020993002333,0.7785892477495224,0.07796036122844541
raised_cosine,0,101,3,25.01085758014569,True,-0.31213910544632134,-3.437743954573596,0.9826724425191603,-0.5817160440603324,-0.010857580145689383
raised_cosine,0,101,4,30.424876125859512,True,0.6275134903515176,-3.185053326223827,0.971676107964012,0.6366045095506827,0.0751238741404876
raised_cosine,0,101,5,32.93506158773919,True,-0.6524167268716264,-2.5729197885121415,0.9023658780406532,-0.6778845035924732,-0.17506158773919367
raised_cosine,0,101,6,37.586178158825675,True,0.27198440776622346,-2.732810659050779,0.9253582139286904,0.6195568288513584,0.013821841174326721
raised_cosine,0,101,7,40.9187190121475,True,0.3081872294149381,-2.904174011995632,0.9520159946684439,-0.576341029474662,0.061280987852505575
raised_cosine,0,101,8,43.327073280915,True,-0.6066251098275551,-2.810094127641376,0.9390203265578141,0.5944592100312036,0.0729267190849967
raised_cosine,0,101,9,48.00515088116716,True,0.7181179012102616,-3.0867921691007347,0.9653448850383206,0.5010296620243366,-0.06515088116716328
raised_cosine,0,101,10,49.7738324776723,True,-0.4880489195023042,-2.812255827407925,0.9390203265578141,-0.5543067160928885,-0.05383247767230159
raised_cosine,0,101,11,52.970321477714464,True,-0.31224095912623945,-2.860094821857781,0.9490169943352216,-0.5381820424931405,-0.0903214777144612
raised_cosine,0,101,12,56.44624769706339,True,0.36935532911278524,-2.4582587773088735,0.886704431856048,-0.6598175920344289,0.01375230293660934
raised_cosine,0,101,13,59.34704400260235,True,0.36859401143966375,-2.7975910991317825,0.9356881039653449,0.48520136327591956,-0.0470440026023482
raised_cosine,0,101,14,60.83177852460981,False,-1.043620763172887,-2.644567786572015,,,
raised_cosine,0,101,15,65.1125440480816,False,0.7232799968186518,-2.580316017826562,,,
raised_cosine,0,101,16,67.07981052949417,False,0.0020046285136395667,-2.8840245295384146,,,
raised_cosine,0,101,17,69.54640171117398,False,-0.26231600156758755,-2.1631418201172354,,,
raised_cosine,0,101,18,72.0671576744819,False,-0.4571149383468593,-2.4171678662608547,,,
raised_cosine,0,101,19,75.70469069908393,False,0.8327201656741117,-2.2080421753094415,,,
raised_cosine,0,101,20,77.1448400688748,False,-0.28826523039697516,-2.4902214419540702,,,
