dataset,replicate,prime_cutoff,zero_index,gamma,in_window,phase_at_gamma,phase_slope_at_gamma,abs_rotation_window_percentile,nearest_stationary_phase_offset,nearest_rotation_max_grid_offset
phase_scrambled,0,5,9,48.00515088116716,True,-1.8045074991527006,-0.3283430908721479,0.19326891036321225,0.14943327937546513,1.0148491188328421
phase_scrambled,0,5,10,49.7738324776723,True,1.780250106463861,0.36729181727230426,0.21792735754748419,0.12243337706848223,-0.7538324776722973
phase_scrambled,0,5,11,52.970321477714464,True,-0.04419479576180646,0.5244092537877796,0.33055648117294234,0.2286682134356397,-0.13032147771446034
phase_scrambled,0,5,12,56.44624769706339,True,-0.5904655726884509,0.3320763374904231,0.1962679106964345,-0.13731408124170486,0.3137523029366065
phase_scrambled,0,5,13,59.34704400260235,True,-0.10050287810723818,-0.6842536090586984,0.485838053982006,0.572239792077724,-0.14704400260234962
phase_scrambled,0,5,14,60.83177852460981,False,1.0652660104289964,1.884791912121508,,,
phase_scrambled,0,5,15,65.1125440480816,False,-0.7984043015897555,-0.2186747208223458,,,
phase_scrambled,0,5,16,67.07981052949417,False,0.24725883647353075,1.3014993513723585,,,
phase_scrambled,0,5,17,69.54640171117398,False,0.808935125703143,-0.9723099627439135,,,
phase_scrambled,0,5,18,72.0671576744819,False,-0.36106252747374534,2.0016532794249415,,,
phase_scrambled,0,5,19,75.70469069908393,False,-1.3922169781307396,0.5236726676105407,,,
phase_scrambled,0,5,20,77.1448400688748,False,0.6439303114158337,0.24127070022261093,,,
phase_scrambled,0,29,1,14.134725141734695,True,0.16519897640237052,-0.1531916116304758,0.10296567810729756,-0.14212201409054614,0.10527485826530558
phase_scrambled,0,29,2,21.022039638771556,True,-1.8215632683246694,0.9961168232599855,0.5358213928690436,-0.12222446410860144,0.597960361228445
phase_scrambled,0,29,3,25.01085758014569,True,-0.7146267386885027,1.6778476593002247,0.7280906364545152,-0.2592029194566763,0.24914241985431218
phase_scrambled,0,29,4,30.424876125859512,True,-0.4556294597540841,-0.44987076622708033,0.2735754748417194,-0.1528964325464912,0.0751238741404876
phase_scrambled,0,29,5,32.93506158773919,True,1.8321930928559595,-0.061371687212777304,0.039986671109630126,-0.020020319885325932,-0.6950615877391897
phase_scrambled,0,29,6,37.586178158825675,True,0.1814441522083889,1.8377793207497657,0.7720759746751082,0.3377758934346886,-0.406178158825675
phase_scrambled,0,29,7,40.9187190121475,True,0.2172839839622785,2.154382015915148,0.842052649116961,-0.3488737975228844,0.1612809878524999
phase_scrambled,0,29,8,43.327073280915,True,0.1608144887759682,0.671354364668909,0.38120626457847384,0.2261115783062806,-0.08707328091499988
phase_scrambled,0,29,9,48.00515088116716,True,-0.6401714788765289,0.3434053459761435,0.218593802065978,0.04143419768065115,-0.36515088116716043
phase_scrambled,0,29,10,49.7738324776723,True,1.7380274152583355,0.8612224681036074,0.46817727424191935,0.1485555447097724,-0.5538324776723016
