dataset,replicate,prime_cutoff,zero_index,gamma,in_window,L_at_gamma,slope_at_gamma,curvature_at_gamma,phase_at_gamma,phase_slope_at_gamma,peak_bracketed,nearest_peak_tau,nearest_peak_value,nearest_peak_prominence,nearest_peak_width,nearest_peak_id,nearest_peak_track_id,peak_offset,min_bracketed,nearest_min_tau,nearest_min_value,nearest_min_prominence,nearest_min_width,nearest_min_id,nearest_min_track_id,min_offset,peak_track_switched,min_track_switched,peak_common_cohort,min_common_cohort
real,0,29,2,21.022039638771556,True,2.993128633997812,0.17763618851983987,-5.168797320323868,0.22738926062254028,-2.0679412058674953,True,21.0563151757879,2.996176517286414,3.959636780518847,1.5924392756529893,peak_12,11,0.034275537016345226,True,22.440935772060904,-0.9634988661197079,3.959636780518847,2.6119227067536666,min_12,46,1.4188961332893477,False,True,True,True
real,0,29,3,25.01085758014569,True,3.3079648914072126,0.7562137895294683,-16.820250921490903,-0.18814724042286218,-3.4053915527198138,True,25.055447294153954,3.3248640150419324,5.247566234097933,1.3101215572222737,peak_14,13,0.04458971400826428,True,23.474881993511115,-0.7722989455733515,0.24104757144806965,0.38596291347948863,min_13,12,-1.5359755866345743,False,False,True,True
real,0,29,4,30.424876125859512,True,3.1330381171654675,2.1904698051204017,-14.274952104721384,0.7595581768053613,-2.8579826498655194,True,30.567553112378963,3.2920165832581048,3.9053173476171246,1.1607237531404098,peak_16,15,0.14267698651945082,True,31.796813426655884,-0.6138263824307129,3.9053173476171246,1.1791934523210557,min_16,51,1.3719373007963718,False,True,True,True
real,0,29,5,32.93506158773919,True,3.413392553499058,-1.0647406296851571,-15.099449768913058,-0.6095141595887542,-3.268913520925315,True,32.86679182516914,3.4500862813549156,5.508376778485701,1.3650131934256933,peak_17,17,-0.06826976257005413,True,31.796813426655884,-0.6138263824307129,3.9053173476171246,1.1791934523210557,min_16,51,-1.1382481610833075,False,True,True,True
real,0,29,6,37.586178158825675,True,1.818739846727396,-0.012287161753171238,-5.091946622405469,0.27785850720828453,-1.6792155142828686,True,37.583768134913385,1.8187546591088029,3.8574646641176162,1.7343909357952725,peak_19,19,-0.002410023912290171,True,39.170630958245034,-2.039446089480763,3.8574646641176162,1.4924157376434597,min_19,20,1.5844527994193598,False,False,True,True
real,0,29,7,40.9187190121475,True,2.7036589531085125,0.366824185849596,-8.65484243904072,0.20763432940656545,-2.250998488689124,True,40.96165677144444,2.7115005534787118,5.256963017097064,1.69076016055918,peak_20,54,0.042937759296940214,True,42.066808561114954,-0.6548774013005577,3.2718687042668333,1.2251032825481616,min_20,55,1.1480895489674552,True,True,True,True
real,0,29,8,43.327073280915,True,2.5525181722681367,1.3899671182100375,-14.117342368279584,-0.3854583253740549,-2.7743020122783477,True,43.41849730032401,2.617409135370294,3.2718687042668333,1.063340849206479,peak_21,23,0.09142401940901124,True,42.066808561114954,-0.6548774013005577,3.2718687042668333,1.2251032825481616,min_20,55,-1.2602647198000483,False,True,True,True
real,0,29,9,48.00515088116716,True,2.4546788469661536,-1.9691940817424816,-7.548340176326336,0.45655035217563134,-1.967677699040684,True,47.82261938456624,2.6516535190426334,1.5774549310339114,0.7377508294672316,peak_23,59,-0.18253149660092305,True,48.70320787912629,1.0741091158343026,1.5774549310339114,0.9059130568778164,min_23,60,0.698056997959128,True,True,True,True
real,0,29,10,49.7738324776723,True,2.5400425403438933,-1.5917842309573973,-5.529823256822329,-0.5810645341068124,-1.720001951387052,True,49.572466201386135,2.716361709216649,5.230411489398205,3.416698285728107,peak_24,61,-0.20136627628616566,True,48.70320787912629,1.0741091158343026,1.5774549310339114,0.9059130568778164,min_23,60,-1.0706245985460114,True,True,True,True
real,0,29,11,52.970321477714464,True,1.73355648172627,-1.0332604572390087,-10.970495388930066,-0.33450215981947024,-2.2162395026331594,True,52.88455561194029,1.779049422737781,3.930327856187011,1.4342572034228034,peak_25,27,-0.08576586577417089,True,51.42133716573082,-2.151423173217225,3.930327856187011,1.511847530451496,min_24,26,-1.548984311983645,False,True,True,True
