dataset,replicate,prime_cutoff,kind,tau,phase_slope
shuffled_rates,0,29,rotation_max_grid,37.660000000000004,-3.113586930918172
shuffled_rates,0,29,rotation_max_grid,38.08,1.8474579246517306
shuffled_rates,0,29,rotation_max_grid,38.58,-1.2521850630261784
shuffled_rates,0,29,rotation_max_grid,39.18,9.725608372652012
shuffled_rates,0,29,rotation_max_grid,39.74,-1.5800870318851714
shuffled_rates,0,29,rotation_max_grid,40.08,1.9227139886676132
shuffled_rates,0,29,rotation_max_grid,40.72,-3.1010940690119493
shuffled_rates,0,29,rotation_max_grid,41.06,4.80909600968316
shuffled_rates,0,29,rotation_max_grid,41.36,-2.905269259358777
shuffled_rates,0,29,rotation_max_grid,42.06,5.078831555781129
shuffled_rates,0,29,rotation_max_grid,42.52,-0.8480588835680091
shuffled_rates,0,29,rotation_max_grid,42.92,6.626916051425343
shuffled_rates,0,29,rotation_max_grid,43.46,-4.355640956451297
shuffled_rates,0,29,rotation_max_grid,44.1,3.041195728426686
shuffled_rates,0,29,rotation_max_grid,44.78,9.283678637154164
shuffled_rates,0,29,rotation_max_grid,45.56,-3.7956781525409533
shuffled_rates,0,29,rotation_max_grid,46.1,2.0394363194685403
shuffled_rates,0,29,rotation_max_grid,46.660000000000004,9.402063432009404
shuffled_rates,0,29,rotation_max_grid,47.68,-3.9014222441635877
shuffled_rates,0,29,rotation_max_grid,48.1,1.1376527834443986
shuffled_rates,0,29,rotation_max_grid,48.28,-0.35143397534656406
shuffled_rates,0,29,rotation_max_grid,48.52,6.929741948989115
shuffled_rates,0,29,rotation_max_grid,49.480000000000004,-2.7914980225797614
shuffled_rates,0,29,rotation_max_grid,50.120000000000005,2.355971373543669
shuffled_rates,0,29,rotation_max_grid,50.38,6.772840337583116
shuffled_rates,0,29,rotation_max_grid,50.72,-1.7240328780586183
shuffled_rates,0,29,rotation_max_grid,51.7,-1.3316930073881965
shuffled_rates,0,29,rotation_max_grid,52.24,9.89722391634115
shuffled_rates,0,29,rotation_max_grid,52.86,-3.554007123329129
shuffled_rates,0,29,rotation_max_grid,53.58,-2.1478671726206087
shuffled_rates,0,29,rotation_max_grid,54.120000000000005,11.438536686049583
shuffled_rates,0,29,rotation_max_grid,54.56,-1.6306375505901756
shuffled_rates,0,29,rotation_max_grid,55.06,0.19862064914244987
shuffled_rates,0,29,rotation_max_grid,55.64,-0.8940551585922345
shuffled_rates,0,29,rotation_max_grid,55.980000000000004,9.1657033106773
shuffled_rates,0,29,rotation_max_grid,56.82,-4.537830931256002
shuffled_rates,0,29,rotation_max_grid,57.84,10.9296799275512
shuffled_rates,0,29,rotation_max_grid,59.160000000000004,-3.8474430059346383
shuffled_rates,0,29,rotation_max_grid,59.72,7.696868650237734
shuffled_rates,0,101,stationary_phase,0.337564765299136,0.0
shuffled_rates,0,101,stationary_phase,1.2670731705749554,0.0
shuffled_rates,0,101,stationary_phase,1.9404007281138074,0.0
shuffled_rates,0,101,stationary_phase,2.7009505008930885,0.0
shuffled_rates,0,101,stationary_phase,3.3425372287152064,0.0
shuffled_rates,0,101,stationary_phase,4.083235421062094,0.0
shuffled_rates,0,101,stationary_phase,4.4776067195939575,0.0
shuffled_rates,0,101,stationary_phase,5.438771753952596,0.0
shuffled_rates,0,101,stationary_phase,5.832915239565217,0.0
shuffled_rates,0,101,stationary_phase,6.362283243072423,0.0
shuffled_rates,0,101,stationary_phase,6.589954176365109,0.0
shuffled_rates,0,101,stationary_phase,6.865521527367157,0.0
shuffled_rates,0,101,stationary_phase,7.263818796339213,0.0
shuffled_rates,0,101,stationary_phase,8.11597356136843,0.0
shuffled_rates,0,101,stationary_phase,8.723179410100649,0.0
shuffled_rates,0,101,stationary_phase,9.693153194436418,0.0
shuffled_rates,0,101,stationary_phase,10.09510854574526,0.0
shuffled_rates,0,101,stationary_phase,10.567072138428683,0.0
shuffled_rates,0,101,stationary_phase,10.789763158085215,0.0
shuffled_rates,0,101,stationary_phase,11.097634797005039,0.0
shuffled_rates,0,101,stationary_phase,11.521720128461645,0.0
shuffled_rates,0,101,stationary_phase,12.607693263855237,0.0
shuffled_rates,0,101,stationary_phase,13.192003529164438,0.0
shuffled_rates,0,101,stationary_phase,14.137361878743969,0.0
shuffled_rates,0,101,stationary_phase,14.292932669461027,0.0
shuffled_rates,0,101,stationary_phase,14.67980203763689,0.0
shuffled_rates,0,101,stationary_phase,15.187723376842778,0.0
shuffled_rates,0,101,stationary_phase,15.512704096252083,0.0
shuffled_rates,0,101,stationary_phase,15.757249795751324,0.0
shuffled_rates,0,101,stationary_phase,16.318208926337736,0.0
shuffled_rates,0,101,stationary_phase,16.395193877257725,0.0
shuffled_rates,0,101,stationary_phase,16.742820467183687,0.0
shuffled_rates,0,101,stationary_phase,17.231278685170818,0.0
shuffled_rates,0,101,stationary_phase,18.35448706822293,0.0
shuffled_rates,0,101,stationary_phase,18.663622329258832,0.0
shuffled_rates,0,101,stationary_phase,19.022288639553647,0.0
shuffled_rates,0,101,stationary_phase,19.32842488460455,0.0
shuffled_rates,0,101,stationary_phase,19.808532329574337,0.0
shuffled_rates,0,101,stationary_phase,20.012152431887344,0.0
shuffled_rates,0,101,stationary_phase,20.46290826991852,0.0
shuffled_rates,0,101,stationary_phase,20.553855022474405,0.0
shuffled_rates,0,101,stationary_phase,21.155072776998804,0.0
shuffled_rates,0,101,stationary_phase,21.469639226839657,0.0
shuffled_rates,0,101,stationary_phase,22.624173176800834,0.0
shuffled_rates,0,101,stationary_phase,22.90093352389452,0.0
shuffled_rates,0,101,stationary_phase,23.35329025366662,0.0
shuffled_rates,0,101,stationary_phase,23.673299507658193,0.0
shuffled_rates,0,101,stationary_phase,24.045230960198907,0.0
shuffled_rates,0,101,stationary_phase,24.579802646513983,0.0
shuffled_rates,0,101,stationary_phase,25.462297409496998,0.0
shuffled_rates,0,101,stationary_phase,26.31665687352502,0.0
shuffled_rates,0,101,stationary_phase,26.929269103485865,0.0
shuffled_rates,0,101,stationary_phase,27.111328801849837,0.0
shuffled_rates,0,101,stationary_phase,27.548150524171138,0.0
shuffled_rates,0,101,stationary_phase,28.02786897566416,0.0
shuffled_rates,0,101,stationary_phase,28.336020407860094,0.0
shuffled_rates,0,101,stationary_phase,28.564485957326408,0.0
shuffled_rates,0,101,stationary_phase,29.310702351354806,0.0
shuffled_rates,0,101,stationary_phase,30.086189477620906,0.0
shuffled_rates,0,101,stationary_phase,31.104846557583386,0.0
shuffled_rates,0,101,stationary_phase,32.10514760831876,0.0
shuffled_rates,0,101,stationary_phase,32.570679657385746,0.0
shuffled_rates,0,101,stationary_phase,32.823756018372976,0.0
shuffled_rates,0,101,stationary_phase,33.847983274354775,0.0
shuffled_rates,0,101,stationary_phase,34.40481914650762,0.0
shuffled_rates,0,101,stationary_phase,35.35748398036804,0.0
shuffled_rates,0,101,stationary_phase,35.71373716458706,0.0
shuffled_rates,0,101,stationary_phase,36.24924670412876,0.0
shuffled_rates,0,101,stationary_phase,36.57686735998183,0.0
shuffled_rates,0,101,stationary_phase,36.7790360087485,0.0
shuffled_rates,0,101,stationary_phase,37.10593439712714,0.0
shuffled_rates,0,101,stationary_phase,38.15453050605157,0.0
shuffled_rates,0,101,stationary_phase,38.59392444343124,0.0
shuffled_rates,0,101,stationary_phase,39.084795458821525,0.0
shuffled_rates,0,101,stationary_phase,39.2822336644729,0.0
shuffled_rates,0,101,stationary_phase,39.66707500823246,0.0
shuffled_rates,0,101,stationary_phase,39.97504165097519,0.0
shuffled_rates,0,101,stationary_phase,40.50607392723879,0.0
shuffled_rates,0,101,stationary_phase,40.78413090356929,0.0
shuffled_rates,0,101,stationary_phase,41.07857325543776,0.0
shuffled_rates,0,101,stationary_phase,41.33746390123878,0.0
shuffled_rates,0,101,stationary_phase,42.285310182604036,0.0
shuffled_rates,0,101,stationary_phase,42.84731813218021,0.0
shuffled_rates,0,101,stationary_phase,43.89727266580549,0.0
shuffled_rates,0,101,stationary_phase,44.275719596416685,0.0
shuffled_rates,0,101,stationary_phase,44.60489373668559,0.0
shuffled_rates,0,101,stationary_phase,44.949297009661365,0.0
shuffled_rates,0,101,stationary_phase,45.39157254807748,0.0
shuffled_rates,0,101,stationary_phase,45.77945212764345,0.0
shuffled_rates,0,101,stationary_phase,46.72181896806143,0.0
shuffled_rates,0,101,stationary_phase,47.547853688515296,0.0
shuffled_rates,0,101,stationary_phase,48.27880250969699,0.0
shuffled_rates,0,101,stationary_phase,48.43650904837572,0.0
shuffled_rates,0,101,stationary_phase,48.69184575558239,0.0
shuffled_rates,0,101,stationary_phase,49.269332276983825,0.0
shuffled_rates,0,101,stationary_phase,49.711743101641595,0.0
shuffled_rates,0,101,stationary_phase,49.82065054955742,0.0
shuffled_rates,0,101,stationary_phase,50.26548045383898,0.0
shuffled_rates,0,101,stationary_phase,50.81166114386393,0.0
shuffled_rates,0,101,stationary_phase,51.06875657325928,0.0
shuffled_rates,0,101,stationary_phase,51.299455176823066,0.0
shuffled_rates,0,101,stationary_phase,51.93719847315014,0.0
shuffled_rates,0,101,stationary_phase,52.68549622642581,0.0
shuffled_rates,0,101,stationary_phase,53.69878801454085,0.0
shuffled_rates,0,101,stationary_phase,54.21141626910459,0.0
shuffled_rates,0,101,stationary_phase,55.258958470023586,0.0
shuffled_rates,0,101,stationary_phase,55.976806393497725,0.0
shuffled_rates,0,101,stationary_phase,56.792697244090135,0.0
shuffled_rates,0,101,stationary_phase,57.78924497233203,0.0
shuffled_rates,0,101,stationary_phase,58.20957934730503,0.0
shuffled_rates,0,101,stationary_phase,58.450587480431274,0.0
shuffled_rates,0,101,stationary_phase,58.53959299717142,0.0
shuffled_rates,0,101,stationary_phase,58.86068929338027,0.0
shuffled_rates,0,101,stationary_phase,59.598809736767194,0.0
shuffled_rates,0,101,rotation_max_grid,0.8,-13.407122719838016
shuffled_rates,0,101,rotation_max_grid,1.44,16.201959527203954
shuffled_rates,0,101,rotation_max_grid,2.38,-7.476669477617689
shuffled_rates,0,101,rotation_max_grid,2.84,11.901097811864707
shuffled_rates,0,101,rotation_max_grid,3.2,1.5362118551117796
shuffled_rates,0,101,rotation_max_grid,3.7800000000000002,-4.996162883095984
shuffled_rates,0,101,rotation_max_grid,4.26,14.40222169014712
shuffled_rates,0,101,rotation_max_grid,4.68,-2.386235812377144
shuffled_rates,0,101,rotation_max_grid,5.12,-2.6758695562788426
shuffled_rates,0,101,rotation_max_grid,5.68,11.581256619168911
shuffled_rates,0,101,rotation_max_grid,6.1000000000000005,-3.9065265821855006
shuffled_rates,0,101,rotation_max_grid,6.46,1.140741624780291
shuffled_rates,0,101,rotation_max_grid,6.72,-0.9264352866351374
shuffled_rates,0,101,rotation_max_grid,7.1000000000000005,10.56536092681255
shuffled_rates,0,101,rotation_max_grid,7.78,-4.406570059772148
shuffled_rates,0,101,rotation_max_grid,8.540000000000001,14.382057033949254
shuffled_rates,0,101,rotation_max_grid,9.06,-4.968205259110869
shuffled_rates,0,101,rotation_max_grid,9.96,10.353764367799021
shuffled_rates,0,101,rotation_max_grid,10.28,-2.007320949910996
shuffled_rates,0,101,rotation_max_grid,10.68,1.0745881994682982
shuffled_rates,0,101,rotation_max_grid,10.92,-0.725397461819388
shuffled_rates,0,101,rotation_max_grid,11.38,11.523453066230898
shuffled_rates,0,101,rotation_max_grid,11.8,-4.207539256938513
shuffled_rates,0,101,rotation_max_grid,12.4,-2.0246374566147742
shuffled_rates,0,101,rotation_max_grid,12.8,14.26139816428025
shuffled_rates,0,101,rotation_max_grid,13.48,-2.941526055060221
shuffled_rates,0,101,rotation_max_grid,14.0,-3.274750716312407
shuffled_rates,0,101,rotation_max_grid,14.22,6.12749447348259
shuffled_rates,0,101,rotation_max_grid,14.44,-4.492464502899488
shuffled_rates,0,101,rotation_max_grid,14.94,4.401833253486588
shuffled_rates,0,101,rotation_max_grid,15.38,-1.6435807590040317
shuffled_rates,0,101,rotation_max_grid,15.64,9.029185726304298
shuffled_rates,0,101,rotation_max_grid,16.0,-3.956763912641711
shuffled_rates,0,101,rotation_max_grid,16.36,0.1279901882326123
shuffled_rates,0,101,rotation_max_grid,16.580000000000002,-0.9631341775002484
shuffled_rates,0,101,rotation_max_grid,17.06,13.130216026776644
shuffled_rates,0,101,rotation_max_grid,17.580000000000002,-3.3028304746423705
shuffled_rates,0,101,rotation_max_grid,18.2,-2.2154777250342987
shuffled_rates,0,101,rotation_max_grid,18.48,9.804038336420595
shuffled_rates,0,101,rotation_max_grid,18.84,-1.5793514411560992
shuffled_rates,0,101,rotation_max_grid,19.18,2.364295483535191
shuffled_rates,0,101,rotation_max_grid,19.46,-1.5116997673218262
shuffled_rates,0,101,rotation_max_grid,19.7,-2.1317577202558073
shuffled_rates,0,101,rotation_max_grid,19.900000000000002,7.536537092807059
shuffled_rates,0,101,rotation_max_grid,20.14,-2.1319040573621444
shuffled_rates,0,101,rotation_max_grid,20.5,0.10370752339594297
shuffled_rates,0,101,rotation_max_grid,20.96,-3.050949447107438
shuffled_rates,0,101,rotation_max_grid,21.32,11.913742471067291
shuffled_rates,0,101,rotation_max_grid,21.64,-2.854324746976269
shuffled_rates,0,101,rotation_max_grid,22.52,-1.5317087975423342
shuffled_rates,0,101,rotation_max_grid,22.76,9.482767911487587
shuffled_rates,0,101,rotation_max_grid,23.1,-2.8483420079335176
shuffled_rates,0,101,rotation_max_grid,23.48,2.0384001783989727
shuffled_rates,0,101,rotation_max_grid,23.92,-1.9271305594800883
shuffled_rates,0,101,rotation_max_grid,24.18,10.390958871455359
shuffled_rates,0,101,rotation_max_grid,25.0,-6.175900807442891
shuffled_rates,0,101,rotation_max_grid,25.6,11.624273781477402
shuffled_rates,0,101,rotation_max_grid,26.1,5.477030744830442
shuffled_rates,0,101,rotation_max_grid,26.7,-4.877062118521046
shuffled_rates,0,101,rotation_max_grid,27.02,7.230212402385981
shuffled_rates,0,101,rotation_max_grid,27.28,-3.160612514577395
shuffled_rates,0,101,rotation_max_grid,27.76,6.034391363650999
shuffled_rates,0,101,rotation_max_grid,28.22,-2.682123347500583
shuffled_rates,0,101,rotation_max_grid,28.44,8.361546852449953
shuffled_rates,0,101,rotation_max_grid,29.04,-3.1819586336545047
shuffled_rates,0,101,rotation_max_grid,29.400000000000002,0.811043655846911
shuffled_rates,0,101,rotation_max_grid,29.86,15.129672476096358
shuffled_rates,0,101,rotation_max_grid,30.560000000000002,-6.100854019084741
shuffled_rates,0,101,rotation_max_grid,31.28,10.804102144451713
shuffled_rates,0,101,rotation_max_grid,31.62,0.8284718945925842
shuffled_rates,0,101,rotation_max_grid,32.0,1.3291919488487427
shuffled_rates,0,101,rotation_max_grid,32.38,-3.437405163233102
shuffled_rates,0,101,rotation_max_grid,32.7,9.68837755471164
shuffled_rates,0,101,rotation_max_grid,33.3,-4.1564741651998665
shuffled_rates,0,101,rotation_max_grid,34.12,16.005328753746245
shuffled_rates,0,101,rotation_max_grid,34.68,-3.6724467013262108
shuffled_rates,0,101,rotation_max_grid,34.96,-3.3078280783003553
shuffled_rates,0,101,rotation_max_grid,35.54,10.998065266276809
shuffled_rates,0,101,rotation_max_grid,36.08,-2.5701549674525572
shuffled_rates,0,101,rotation_max_grid,36.32,0.6479948806818603
shuffled_rates,0,101,rotation_max_grid,36.7,-0.2363344018972382
shuffled_rates,0,101,rotation_max_grid,36.96,9.563484959125837
shuffled_rates,0,101,rotation_max_grid,37.76,-5.354335357361906
shuffled_rates,0,101,rotation_max_grid,38.4,15.03214848296392
shuffled_rates,0,101,rotation_max_grid,38.82,-3.164359283327216
shuffled_rates,0,101,rotation_max_grid,39.18,1.0349309269799605
shuffled_rates,0,101,rotation_max_grid,39.5,-1.85357297867716
shuffled_rates,0,101,rotation_max_grid,39.82,10.05231781845461
shuffled_rates,0,101,rotation_max_grid,40.26,-2.740221001293069
shuffled_rates,0,101,rotation_max_grid,40.58,0.49104980564109574
shuffled_rates,0,101,rotation_max_grid,40.76,0.022124900939571646
shuffled_rates,0,101,rotation_max_grid,40.96,-0.8933659151657491
shuffled_rates,0,101,rotation_max_grid,41.24,8.77097868251945
shuffled_rates,0,101,rotation_max_grid,41.5,-3.7473368044647013
shuffled_rates,0,101,rotation_max_grid,42.0,-1.5238169486436106
shuffled_rates,0,101,rotation_max_grid,42.660000000000004,14.336211746509798
shuffled_rates,0,101,rotation_max_grid,43.22,-5.122813581530796
shuffled_rates,0,101,rotation_max_grid,44.08,13.154086532150398
shuffled_rates,0,101,rotation_max_grid,44.44,-1.5417942343244486
shuffled_rates,0,101,rotation_max_grid,44.800000000000004,3.300878841039107
shuffled_rates,0,101,rotation_max_grid,45.18,-3.29050683603755
shuffled_rates,0,101,rotation_max_grid,45.5,9.116411107601694
shuffled_rates,0,101,rotation_max_grid,46.4,-3.347589126962782
shuffled_rates,0,101,rotation_max_grid,46.92,13.86946755515066
shuffled_rates,0,101,rotation_max_grid,47.34,2.580407749867149
shuffled_rates,0,101,rotation_max_grid,48.04,-6.700120977363423
shuffled_rates,0,101,rotation_max_grid,48.34,5.85614100961383
shuffled_rates,0,101,rotation_max_grid,48.54,-1.7907277238265702
shuffled_rates,0,101,rotation_max_grid,49.02,7.956131290074367
shuffled_rates,0,101,rotation_max_grid,49.56,-5.446217415662098
shuffled_rates,0,101,rotation_max_grid,49.76,3.9606100389435324
shuffled_rates,0,101,rotation_max_grid,49.980000000000004,-5.848688379871688
shuffled_rates,0,101,rotation_max_grid,50.54,5.159854178165015
shuffled_rates,0,101,rotation_max_grid,50.96,-1.9571261270972715
shuffled_rates,0,101,rotation_max_grid,51.18,9.452585126489366
shuffled_rates,0,101,rotation_max_grid,51.5,-4.99763302788077
shuffled_rates,0,101,rotation_max_grid,52.22,6.373815914773821
shuffled_rates,0,101,rotation_max_grid,52.6,7.359264250730135
shuffled_rates,0,101,rotation_max_grid,52.88,-6.337170421244316
shuffled_rates,0,101,rotation_max_grid,53.56,-1.5836010892396153
shuffled_rates,0,101,rotation_max_grid,54.02,13.302627405664532
shuffled_rates,0,101,rotation_max_grid,54.78,-4.8576214589607964
shuffled_rates,0,101,rotation_max_grid,55.46,17.616051430606745
shuffled_rates,0,101,rotation_max_grid,56.5,-7.261049975924563
shuffled_rates,0,101,rotation_max_grid,56.88,8.283537059202542
shuffled_rates,0,101,rotation_max_grid,57.14,2.1233853724297895
shuffled_rates,0,101,rotation_max_grid,57.58,4.42988135079065
shuffled_rates,0,101,rotation_max_grid,58.06,-4.2080798653795926
shuffled_rates,0,101,rotation_max_grid,58.300000000000004,7.917639794078872
shuffled_rates,0,101,rotation_max_grid,58.5,-0.1924181521970506
shuffled_rates,0,101,rotation_max_grid,58.72,1.5958012387935825
shuffled_rates,0,101,rotation_max_grid,59.38,-6.255362564823695
shuffled_rates,0,101,rotation_max_grid,59.72,12.792045356601399
shuffled_rates,1,5,stationary_phase,0.8081106899632453,0.0
shuffled_rates,1,5,stationary_phase,3.5607266067454586,0.0
shuffled_rates,1,5,stationary_phase,4.2688265860948995,0.0
shuffled_rates,1,5,stationary_phase,7.417092211762277,0.0
shuffled_rates,1,5,stationary_phase,8.296141922963146,0.0
shuffled_rates,1,5,stationary_phase,8.953825121411505,0.0
shuffled_rates,1,5,stationary_phase,9.097169997638321,0.0
shuffled_rates,1,5,stationary_phase,10.98361440594178,0.0
shuffled_rates,1,5,stationary_phase,12.186563120741633,0.0
shuffled_rates,1,5,stationary_phase,15.262342008368526,0.0
shuffled_rates,1,5,stationary_phase,16.03366881791059,0.0
shuffled_rates,1,5,stationary_phase,16.766699092146936,0.0
shuffled_rates,1,5,stationary_phase,18.512635280865055,0.0
shuffled_rates,1,5,stationary_phase,19.054182097375257,0.0
shuffled_rates,1,5,stationary_phase,19.885606423504225,0.0
shuffled_rates,1,5,stationary_phase,22.595458542345106,0.0
shuffled_rates,1,5,stationary_phase,23.843111203110947,0.0
shuffled_rates,1,5,stationary_phase,26.681701487717703,0.0
shuffled_rates,1,5,stationary_phase,28.861480010368147,0.0
shuffled_rates,1,5,stationary_phase,30.89090881541512,0.0
shuffled_rates,1,5,stationary_phase,31.568079549824663,0.0
shuffled_rates,1,5,stationary_phase,34.05744427965402,0.0
shuffled_rates,1,5,stationary_phase,36.38522895509474,0.0
shuffled_rates,1,5,stationary_phase,38.6555096473142,0.0
shuffled_rates,1,5,stationary_phase,40.177608716332664,0.0
shuffled_rates,1,5,stationary_phase,42.59869253326676,0.0
shuffled_rates,1,5,stationary_phase,43.302054582684754,0.0
shuffled_rates,1,5,stationary_phase,44.840184594845,0.0
shuffled_rates,1,5,stationary_phase,47.23787803966937,0.0
shuffled_rates,1,5,stationary_phase,50.35746560337936,0.0
shuffled_rates,1,5,stationary_phase,51.72692101372556,0.0
shuffled_rates,1,5,stationary_phase,53.96928006367719,0.0
shuffled_rates,1,5,stationary_phase,55.158028292871954,0.0
shuffled_rates,1,5,stationary_phase,57.07296145821891,0.0
shuffled_rates,1,5,stationary_phase,57.349756422669664,0.0
shuffled_rates,1,5,stationary_phase,58.13924922181119,0.0
shuffled_rates,1,5,stationary_phase,58.911626063149924,0.0
shuffled_rates,1,5,rotation_max_grid,2.5,-1.1638780064143837
shuffled_rates,1,5,rotation_max_grid,3.9,3.3649108100785465
shuffled_rates,1,5,rotation_max_grid,4.74,-0.7005386645719177
shuffled_rates,1,5,rotation_max_grid,6.82,-0.7643070470295433
shuffled_rates,1,5,rotation_max_grid,7.8,3.6179044374450404
shuffled_rates,1,5,rotation_max_grid,8.52,-0.16315134447586865
shuffled_rates,1,5,rotation_max_grid,9.02,0.008242721331872871
shuffled_rates,1,5,rotation_max_grid,10.200000000000001,-0.6646379504926647
shuffled_rates,1,5,rotation_max_grid,11.700000000000001,4.401638072155497
shuffled_rates,1,5,rotation_max_grid,13.88,-1.2451710213269767
shuffled_rates,1,5,rotation_max_grid,15.620000000000001,3.4757840364621746
shuffled_rates,1,5,rotation_max_grid,16.32,-0.3491213402148618
shuffled_rates,1,5,rotation_max_grid,17.32,0.46682764407472976
shuffled_rates,1,5,rotation_max_grid,18.84,-0.1922943024407344
shuffled_rates,1,5,rotation_max_grid,19.52,3.555785000131139
shuffled_rates,1,5,rotation_max_grid,21.02,-1.1421921133947492
shuffled_rates,1,5,rotation_max_grid,23.42,4.042263174517998
shuffled_rates,1,5,rotation_max_grid,25.1,-1.1293515472951026
shuffled_rates,1,5,rotation_max_grid,27.32,4.664745710701492
shuffled_rates,1,5,rotation_max_grid,28.46,0.2974567146075754
shuffled_rates,1,5,rotation_max_grid,30.14,-1.0128672636868075
shuffled_rates,1,5,rotation_max_grid,31.240000000000002,3.290464317018913
shuffled_rates,1,5,rotation_max_grid,32.5,-1.1329922643064982
shuffled_rates,1,5,rotation_max_grid,35.14,4.11966376987255
shuffled_rates,1,5,rotation_max_grid,36.1,0.10250351081197545
shuffled_rates,1,5,rotation_max_grid,37.800000000000004,-0.977741378528868
shuffled_rates,1,5,rotation_max_grid,39.04,3.680122490830909
shuffled_rates,1,5,rotation_max_grid,39.92,0.11976576657361504
shuffled_rates,1,5,rotation_max_grid,41.7,-1.0986810193458065
shuffled_rates,1,5,rotation_max_grid,42.94,3.3601775593632066
shuffled_rates,1,5,rotation_max_grid,43.88,-0.8184123183876983
shuffled_rates,1,5,rotation_max_grid,45.6,1.0284529160935785
shuffled_rates,1,5,rotation_max_grid,46.84,3.792825354112981
shuffled_rates,1,5,rotation_max_grid,48.82,-1.2454667109487236
shuffled_rates,1,5,rotation_max_grid,50.76,3.860559873922313
shuffled_rates,1,5,rotation_max_grid,52.88,-0.8803596738244313
shuffled_rates,1,5,rotation_max_grid,54.660000000000004,4.364096738819926
shuffled_rates,1,5,rotation_max_grid,55.96,-0.7932188846330424
shuffled_rates,1,5,rotation_max_grid,57.2,0.042198708286960596
shuffled_rates,1,5,rotation_max_grid,57.86,-0.323397694377313
shuffled_rates,1,5,rotation_max_grid,58.56,3.4695529880711886
shuffled_rates,1,29,stationary_phase,0.4708828083856682,0.0
shuffled_rates,1,29,stationary_phase,1.7329602356427936,0.0
shuffled_rates,1,29,stationary_phase,2.5370070707443984,0.0
shuffled_rates,1,29,stationary_phase,3.54460584351536,0.0
shuffled_rates,1,29,stationary_phase,4.325378305791738,0.0
shuffled_rates,1,29,stationary_phase,5.511061924950894,0.0
shuffled_rates,1,29,stationary_phase,5.719048629933848,0.0
shuffled_rates,1,29,stationary_phase,6.214795949411497,0.0
shuffled_rates,1,29,stationary_phase,6.680873923990465,0.0
shuffled_rates,1,29,stationary_phase,7.227514733631972,0.0
shuffled_rates,1,29,stationary_phase,8.058291553205837,0.0
shuffled_rates,1,29,stationary_phase,9.192987977444517,0.0
shuffled_rates,1,29,stationary_phase,10.041427677012383,0.0
shuffled_rates,1,29,stationary_phase,10.966466893328333,0.0
shuffled_rates,1,29,stationary_phase,11.417193172834843,0.0
shuffled_rates,1,29,stationary_phase,11.507171456561705,0.0
shuffled_rates,1,29,stationary_phase,11.944725076817381,0.0
shuffled_rates,1,29,stationary_phase,12.628658666244961,0.0
shuffled_rates,1,29,stationary_phase,13.325077675731707,0.0
shuffled_rates,1,29,stationary_phase,14.703898982514652,0.0
shuffled_rates,1,29,stationary_phase,15.180412144507768,0.0
shuffled_rates,1,29,stationary_phase,15.302001282234206,0.0
shuffled_rates,1,29,stationary_phase,16.293282809510504,0.0
shuffled_rates,1,29,stationary_phase,16.643701296447112,0.0
shuffled_rates,1,29,stationary_phase,17.196057576191077,0.0
shuffled_rates,1,29,stationary_phase,18.554553216358492,0.0
shuffled_rates,1,29,stationary_phase,18.775771835002548,0.0
shuffled_rates,1,29,stationary_phase,19.100141458484952,0.0
shuffled_rates,1,29,stationary_phase,20.045349483901806,0.0
shuffled_rates,1,29,stationary_phase,20.474689949165597,0.0
shuffled_rates,1,29,stationary_phase,20.526235913702813,0.0
shuffled_rates,1,29,stationary_phase,21.875402032402583,0.0
shuffled_rates,1,29,stationary_phase,22.741775788001238,0.0
shuffled_rates,1,29,stationary_phase,23.26288959704245,0.0
shuffled_rates,1,29,stationary_phase,23.67111741677952,0.0
shuffled_rates,1,29,stationary_phase,23.92584075614411,0.0
shuffled_rates,1,29,stationary_phase,24.560139294921925,0.0
shuffled_rates,1,29,stationary_phase,25.665317968988195,0.0
shuffled_rates,1,29,stationary_phase,26.45914193772473,0.0
shuffled_rates,1,29,stationary_phase,27.11309928378834,0.0
shuffled_rates,1,29,stationary_phase,27.514289764821083,0.0
shuffled_rates,1,29,stationary_phase,27.735220460627435,0.0
shuffled_rates,1,29,stationary_phase,28.20074790218074,0.0
shuffled_rates,1,29,stationary_phase,28.789701443914772,0.0
shuffled_rates,1,29,stationary_phase,30.039477390277717,0.0
shuffled_rates,1,29,stationary_phase,31.069549863621994,0.0
shuffled_rates,1,29,stationary_phase,32.377162700156525,0.0
shuffled_rates,1,29,stationary_phase,33.460635532711244,0.0
shuffled_rates,1,29,stationary_phase,34.40037171944905,0.0
shuffled_rates,1,29,stationary_phase,34.97623919307821,0.0
shuffled_rates,1,29,stationary_phase,35.86593147763375,0.0
shuffled_rates,1,29,stationary_phase,37.27164004151883,0.0
shuffled_rates,1,29,stationary_phase,37.3752461221429,0.0
shuffled_rates,1,29,stationary_phase,38.554724182766655,0.0
shuffled_rates,1,29,stationary_phase,39.50892351536406,0.0
shuffled_rates,1,29,stationary_phase,41.621347839548804,0.0
shuffled_rates,1,29,stationary_phase,42.38053935778232,0.0
shuffled_rates,1,29,stationary_phase,42.62790700489043,0.0
shuffled_rates,1,29,stationary_phase,43.116516706076574,0.0
shuffled_rates,1,29,stationary_phase,44.013662745916534,0.0
shuffled_rates,1,29,stationary_phase,45.25113115684415,0.0
shuffled_rates,1,29,stationary_phase,46.22188843803138,0.0
