zero_index,gamma,p_ext,P_int,E,standard_mass_equivalent,equivalence_error,standard_KG_E
1,14.134725141734695,-15.0,14.134725141734695,20.61044528467027,14.134725141734695,0.0,20.61044528467027
1,14.134725141734695,-14.4,14.134725141734695,20.17796954186389,14.134725141734695,0.0,20.17796954186389
1,14.134725141734695,-13.8,14.134725141734695,19.7542515634581,14.134725141734695,0.0,19.7542515634581
1,14.134725141734695,-13.2,14.134725141734695,19.339866980731458,14.134725141734695,0.0,19.339866980731458
1,14.134725141734695,-12.600000000000001,14.134725141734695,18.935428562152662,14.134725141734695,0.0,18.935428562152662
1,14.134725141734695,-12.0,14.134725141734695,18.541587171339646,14.134725141734695,0.0,18.541587171339646
1,14.134725141734695,-11.400000000000002,14.134725141734695,18.159032320924673,14.134725141734695,0.0,18.159032320924673
1,14.134725141734695,-10.8,14.134725141734695,17.78849220233089,14.134725141734695,0.0,17.78849220233089
1,14.134725141734695,-10.2,14.134725141734695,17.430733054934517,14.134725141734695,0.0,17.430733054934517
1,14.134725141734695,-9.600000000000001,14.134725141734695,17.086557723321185,14.134725141734695,0.0,17.086557723321185
1,14.134725141734695,-9.0,14.134725141734695,16.75680324024803,14.134725141734695,0.0,16.75680324024803
1,14.134725141734695,-8.400000000000002,14.134725141734695,16.442337267930824,14.134725141734695,0.0,16.442337267930824
1,14.134725141734695,-7.800000000000001,14.134725141734695,16.144053234314697,14.134725141734695,0.0,16.144053234314697
1,14.134725141734695,-7.199999999999999,14.134725141734695,15.862864017332647,14.134725141734695,0.0,15.862864017332647
1,14.134725141734695,-6.600000000000001,14.134725141734695,15.59969406214067,14.134725141734695,0.0,15.59969406214067
1,14.134725141734695,-6.0,14.134725141734695,15.355469866871116,14.134725141734695,0.0,15.355469866871116
1,14.134725141734695,-5.400000000000002,14.134725141734695,15.131108843451853,14.134725141734695,0.0,15.131108843451853
1,14.134725141734695,-4.800000000000001,14.134725141734695,14.92750665156063,14.134725141734695,0.0,14.92750665156063
1,14.134725141734695,-4.199999999999999,14.134725141734695,14.745523213246347,14.134725141734695,0.0,14.745523213246347
1,14.134725141734695,-3.6000000000000014,14.134725141734695,14.585967737259907,14.134725141734695,0.0,14.585967737259907
1,14.134725141734695,-3.0,14.134725141734695,14.449583206182346,14.134725141734695,0.0,14.449583206182346
1,14.134725141734695,-2.400000000000002,14.134725141734695,14.337030893193573,14.134725141734695,0.0,14.337030893193573
1,14.134725141734695,-1.8000000000000007,14.134725141734695,14.248875563790529,14.134725141734695,0.0,14.248875563790529
1,14.134725141734695,-1.2000000000000028,14.134725141734695,14.185572065742956,14.134725141734695,0.0,14.185572065742956
1,14.134725141734695,-0.6000000000000014,14.134725141734695,14.14745400531088,14.134725141734695,0.0,14.14745400531088
1,14.134725141734695,0.0,14.134725141734695,14.134725141734695,14.134725141734695,0.0,14.134725141734695
1,14.134725141734695,0.5999999999999979,14.134725141734695,14.14745400531088,14.134725141734695,0.0,14.14745400531088
1,14.134725141734695,1.1999999999999993,14.134725141734695,14.185572065742956,14.134725141734695,0.0,14.185572065742956
1,14.134725141734695,1.7999999999999972,14.134725141734695,14.248875563790529,14.134725141734695,0.0,14.248875563790529
1,14.134725141734695,2.3999999999999986,14.134725141734695,14.337030893193571,14.134725141734695,0.0,14.337030893193571
1,14.134725141734695,3.0,14.134725141734695,14.449583206182346,14.134725141734695,0.0,14.449583206182346
1,14.134725141734695,3.6000000000000014,14.134725141734695,14.585967737259907,14.134725141734695,0.0,14.585967737259907
1,14.134725141734695,4.199999999999996,14.134725141734695,14.745523213246345,14.134725141734695,0.0,14.745523213246345
1,14.134725141734695,4.799999999999997,14.134725141734695,14.927506651560629,14.134725141734695,0.0,14.927506651560629
1,14.134725141734695,5.399999999999999,14.134725141734695,15.131108843451853,14.134725141734695,0.0,15.131108843451853
1,14.134725141734695,6.0,14.134725141734695,15.355469866871116,14.134725141734695,0.0,15.355469866871116
1,14.134725141734695,6.600000000000001,14.134725141734695,15.59969406214067,14.134725141734695,0.0,15.59969406214067
1,14.134725141734695,7.199999999999996,14.134725141734695,15.862864017332646,14.134725141734695,0.0,15.862864017332646
1,14.134725141734695,7.799999999999997,14.134725141734695,16.144053234314697,14.134725141734695,0.0,16.144053234314697
1,14.134725141734695,8.399999999999999,14.134725141734695,16.442337267930824,14.134725141734695,0.0,16.442337267930824
1,14.134725141734695,9.0,14.134725141734695,16.75680324024803,14.134725141734695,0.0,16.75680324024803
1,14.134725141734695,9.600000000000001,14.134725141734695,17.086557723321185,14.134725141734695,0.0,17.086557723321185
1,14.134725141734695,10.199999999999996,14.134725141734695,17.430733054934514,14.134725141734695,0.0,17.430733054934514
1,14.134725141734695,10.799999999999997,14.134725141734695,17.78849220233089,14.134725141734695,0.0,17.78849220233089
