zero_index,state_name,A,B_x,B_y,B_z,B_magnitude,P_int,target_P_int,invariant_error,relative_invariant_error,invariant_squared,squared_invariant_error
1,isotropic sphere,14.134725141734691,-8.187894806610529e-16,1.3357370765021415e-16,1.3877787807814457e-16,8.411405640322514e-16,14.134725141734691,14.134725141734695,-3.552713678800501e-15,-2.513464990069479e-16,199.79045483238679,-8.526512829121202e-14
1,balanced two beams,14.134725141734695,0.0,0.0,0.0,0.0,14.134725141734695,14.134725141734695,0.0,0.0,199.79045483238687,0.0
1,balanced six beams,14.134725141734695,0.0,0.0,0.0,0.0,14.134725141734695,14.134725141734695,0.0,0.0,199.79045483238687,0.0
1,smooth dipole (a=0.6),14.42619343822443,2.8852386876448826,-3.0878077872387166e-16,-2.498001805406602e-16,2.8852386876448826,14.134725141734693,14.134725141734695,-1.7763568394002505e-15,-1.2567324950347395e-16,199.79045483238684,-2.842170943040401e-14
