frame_prime,source_prime_q,k,z_real,z_imag,frame_real,frame_imag,normalized_X,normalized_Y,phase_rate,delta_tau,delta_frame_imag,delta_normalized_Y
11,2,-2,0.0,-18.129440567308777,-0.0,-3.296261921328868,0.0,-36.25888113461755,0.6931471805599453,9.064720283654388,1.648130960664434,18.129440567308777
11,2,-1,0.0,-9.064720283654388,-0.0,-1.648130960664434,0.0,-18.129440567308777,0.6931471805599453,9.064720283654388,1.648130960664434,18.129440567308777
11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,9.064720283654388,1.648130960664434,18.129440567308777
11,2,1,0.0,9.064720283654388,0.0,1.648130960664434,0.0,18.129440567308777,0.6931471805599453,9.064720283654388,1.648130960664434,18.129440567308777
11,2,2,0.0,18.129440567308777,0.0,3.296261921328868,0.0,36.25888113461755,0.6931471805599453,9.064720283654388,1.648130960664434,18.129440567308777
11,3,-3,0.0,-17.157605204280763,-0.0,-3.119564582596502,0.0,-34.315210408561526,1.0986122886681098,5.7192017347602535,1.0398548608655007,11.438403469520507
11,3,-2,0.0,-11.438403469520507,-0.0,-2.0797097217310014,0.0,-22.876806939041018,1.0986122886681098,5.7192017347602535,1.0398548608655007,11.438403469520507
11,3,-1,0.0,-5.7192017347602535,-0.0,-1.0398548608655007,0.0,-11.438403469520509,1.0986122886681098,5.7192017347602535,1.0398548608655007,11.438403469520507
11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,5.7192017347602535,1.0398548608655007,11.438403469520507
11,3,1,0.0,5.7192017347602535,0.0,1.0398548608655007,0.0,11.438403469520509,1.0986122886681098,5.7192017347602535,1.0398548608655007,11.438403469520507
11,3,2,0.0,11.438403469520507,0.0,2.0797097217310014,0.0,22.876806939041018,1.0986122886681098,5.7192017347602535,1.0398548608655007,11.438403469520507
11,3,3,0.0,17.157605204280763,0.0,3.119564582596502,0.0,34.315210408561526,1.0986122886681098,5.7192017347602535,1.0398548608655007,11.438403469520507
11,5,-5,0.0,-19.519812658311714,-0.0,-3.549056846965766,0.0,-39.03962531662343,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,-4,0.0,-15.615850126649372,-0.0,-2.839245477572613,0.0,-31.231700253298744,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,-3,0.0,-11.71188759498703,-0.0,-2.1294341081794594,0.0,-23.423775189974055,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,-2,0.0,-7.807925063324686,-0.0,-1.4196227387863065,0.0,-15.615850126649372,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,-1,0.0,-3.903962531662343,-0.0,-0.7098113693931533,0.0,-7.807925063324686,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,1,0.0,3.903962531662343,0.0,0.7098113693931533,0.0,7.807925063324686,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,2,0.0,7.807925063324686,0.0,1.4196227387863065,0.0,15.615850126649372,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,3,0.0,11.71188759498703,0.0,2.1294341081794594,0.0,23.423775189974055,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,4,0.0,15.615850126649372,0.0,2.839245477572613,0.0,31.231700253298744,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,5,5,0.0,19.519812658311714,0.0,3.549056846965766,0.0,39.03962531662343,1.6094379124341003,3.903962531662343,0.7098113693931533,7.807925063324686
11,7,-6,0.0,-19.373511084969373,-0.0,-3.5224565609035223,0.0,-38.747022169938745,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,-5,0.0,-16.144592570807813,-0.0,-2.935380467419602,0.0,-32.28918514161562,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,-4,0.0,-12.91567405664625,-0.0,-2.3483043739356813,0.0,-25.831348113292492,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,-3,0.0,-9.686755542484686,-0.0,-1.7612282804517612,0.0,-19.373511084969373,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,-2,0.0,-6.457837028323125,-0.0,-1.1741521869678406,0.0,-12.915674056646246,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,-1,0.0,-3.2289185141615624,-0.0,-0.5870760934839203,0.0,-6.457837028323123,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,1,0.0,3.2289185141615624,0.0,0.5870760934839203,0.0,6.457837028323123,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,2,0.0,6.457837028323125,0.0,1.1741521869678406,0.0,12.915674056646246,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,3,0.0,9.686755542484686,0.0,1.7612282804517612,0.0,19.373511084969373,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,4,0.0,12.91567405664625,0.0,2.3483043739356813,0.0,25.831348113292492,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,5,0.0,16.144592570807813,0.0,2.935380467419602,0.0,32.28918514161562,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
11,7,6,0.0,19.373511084969373,0.0,3.5224565609035223,0.0,38.747022169938745,1.9459101490553132,3.2289185141615624,0.5870760934839204,6.457837028323125
13,2,-2,0.0,-18.129440567308777,-0.0,-2.7891447026628886,0.0,-36.25888113461755,0.6931471805599453,9.064720283654388,1.3945723513314443,18.129440567308777
13,2,-1,0.0,-9.064720283654388,-0.0,-1.3945723513314443,0.0,-18.129440567308777,0.6931471805599453,9.064720283654388,1.3945723513314443,18.129440567308777
13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,9.064720283654388,1.3945723513314443,18.129440567308777
13,2,1,0.0,9.064720283654388,0.0,1.3945723513314443,0.0,18.129440567308777,0.6931471805599453,9.064720283654388,1.3945723513314443,18.129440567308777
13,2,2,0.0,18.129440567308777,0.0,2.7891447026628886,0.0,36.25888113461755,0.6931471805599453,9.064720283654388,1.3945723513314443,18.129440567308777
13,3,-3,0.0,-17.157605204280763,-0.0,-2.6396315698893478,0.0,-34.31521040856152,1.0986122886681098,5.7192017347602535,0.8798771899631159,11.438403469520507
13,3,-2,0.0,-11.438403469520507,-0.0,-1.759754379926232,0.0,-22.876806939041018,1.0986122886681098,5.7192017347602535,0.8798771899631159,11.438403469520507
13,3,-1,0.0,-5.7192017347602535,-0.0,-0.879877189963116,0.0,-11.438403469520509,1.0986122886681098,5.7192017347602535,0.8798771899631159,11.438403469520507
13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,5.7192017347602535,0.8798771899631159,11.438403469520507
13,3,1,0.0,5.7192017347602535,0.0,0.879877189963116,0.0,11.438403469520509,1.0986122886681098,5.7192017347602535,0.8798771899631159,11.438403469520507
13,3,2,0.0,11.438403469520507,0.0,1.759754379926232,0.0,22.876806939041018,1.0986122886681098,5.7192017347602535,0.8798771899631159,11.438403469520507
13,3,3,0.0,17.157605204280763,0.0,2.6396315698893478,0.0,34.31521040856152,1.0986122886681098,5.7192017347602535,0.8798771899631159,11.438403469520507
13,5,-5,0.0,-19.519812658311714,-0.0,-3.0030481012787256,0.0,-39.03962531662343,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,-4,0.0,-15.615850126649372,-0.0,-2.4024384810229806,0.0,-31.231700253298747,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,-3,0.0,-11.71188759498703,-0.0,-1.8018288607672355,0.0,-23.423775189974062,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,-2,0.0,-7.807925063324686,-0.0,-1.2012192405114903,0.0,-15.615850126649374,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,-1,0.0,-3.903962531662343,-0.0,-0.6006096202557452,0.0,-7.807925063324687,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,1,0.0,3.903962531662343,0.0,0.6006096202557452,0.0,7.807925063324687,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,2,0.0,7.807925063324686,0.0,1.2012192405114903,0.0,15.615850126649374,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,3,0.0,11.71188759498703,0.0,1.8018288607672355,0.0,23.423775189974062,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,4,0.0,15.615850126649372,0.0,2.4024384810229806,0.0,31.231700253298747,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,5,5,0.0,19.519812658311714,0.0,3.0030481012787256,0.0,39.03962531662343,1.6094379124341003,3.903962531662343,0.600609620255745,7.807925063324686
13,7,-6,0.0,-19.373511084969373,-0.0,-2.9805401669183653,0.0,-38.74702216993875,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,-5,0.0,-16.144592570807813,-0.0,-2.483783472431971,0.0,-32.289185141615626,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,-4,0.0,-12.91567405664625,-0.0,-1.9870267779455768,0.0,-25.8313481132925,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,-3,0.0,-9.686755542484686,-0.0,-1.4902700834591827,0.0,-19.373511084969376,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,-2,0.0,-6.457837028323125,-0.0,-0.9935133889727884,0.0,-12.91567405664625,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,-1,0.0,-3.2289185141615624,-0.0,-0.4967566944863942,0.0,-6.457837028323125,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,1,0.0,3.2289185141615624,0.0,0.4967566944863942,0.0,6.457837028323125,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,2,0.0,6.457837028323125,0.0,0.9935133889727884,0.0,12.91567405664625,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,3,0.0,9.686755542484686,0.0,1.4902700834591827,0.0,19.373511084969376,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,4,0.0,12.91567405664625,0.0,1.9870267779455768,0.0,25.8313481132925,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,5,0.0,16.144592570807813,0.0,2.483783472431971,0.0,32.289185141615626,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,7,6,0.0,19.373511084969373,0.0,2.9805401669183653,0.0,38.74702216993875,1.9459101490553132,3.2289185141615624,0.4967566944863942,6.457837028323125
13,11,-7,0.0,-18.342042560903533,-0.0,-2.8218527016774666,0.0,-36.684085121807065,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,-6,0.0,-15.721750766488743,-0.0,-2.4187308871521145,0.0,-31.44350153297749,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,-5,0.0,-13.101458972073953,-0.0,-2.015609072626762,0.0,-26.202917944147906,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,-4,0.0,-10.481167177659161,-0.0,-1.6124872581014096,0.0,-20.962334355318326,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,-3,0.0,-7.860875383244371,-0.0,-1.2093654435760572,0.0,-15.721750766488745,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,-2,0.0,-5.240583588829581,-0.0,-0.8062436290507048,0.0,-10.481167177659163,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,-1,0.0,-2.6202917944147903,-0.0,-0.4031218145253524,0.0,-5.2405835888295815,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,1,0.0,2.6202917944147903,0.0,0.4031218145253524,0.0,5.2405835888295815,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,2,0.0,5.240583588829581,0.0,0.8062436290507048,0.0,10.481167177659163,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,3,0.0,7.860875383244371,0.0,1.2093654435760572,0.0,15.721750766488745,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,4,0.0,10.481167177659161,0.0,1.6124872581014096,0.0,20.962334355318326,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,5,0.0,13.101458972073953,0.0,2.015609072626762,0.0,26.202917944147906,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,6,0.0,15.721750766488743,0.0,2.4187308871521145,0.0,31.44350153297749,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
13,11,7,0.0,18.342042560903533,0.0,2.8218527016774666,0.0,36.684085121807065,2.3978952727983707,2.6202917944147903,0.40312181452535234,5.240583588829581
17,2,-2,0.0,-18.129440567308777,-0.0,-2.1328753608598556,0.0,-36.258881134617546,0.6931471805599453,9.064720283654388,1.066437680429928,18.129440567308777
17,2,-1,0.0,-9.064720283654388,-0.0,-1.0664376804299278,0.0,-18.129440567308773,0.6931471805599453,9.064720283654388,1.066437680429928,18.129440567308777
17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,9.064720283654388,1.066437680429928,18.129440567308777
17,2,1,0.0,9.064720283654388,0.0,1.0664376804299278,0.0,18.129440567308773,0.6931471805599453,9.064720283654388,1.066437680429928,18.129440567308777
17,2,2,0.0,18.129440567308777,0.0,2.1328753608598556,0.0,36.258881134617546,0.6931471805599453,9.064720283654388,1.066437680429928,18.129440567308777
17,3,-3,0.0,-17.157605204280763,-0.0,-2.0185417887389128,0.0,-34.31521040856152,1.0986122886681098,5.7192017347602535,0.672847262912971,11.438403469520507
17,3,-2,0.0,-11.438403469520507,-0.0,-1.3456945258259418,0.0,-22.87680693904101,1.0986122886681098,5.7192017347602535,0.672847262912971,11.438403469520507
17,3,-1,0.0,-5.7192017347602535,-0.0,-0.6728472629129709,0.0,-11.438403469520505,1.0986122886681098,5.7192017347602535,0.672847262912971,11.438403469520507
17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,5.7192017347602535,0.672847262912971,11.438403469520507
17,3,1,0.0,5.7192017347602535,0.0,0.6728472629129709,0.0,11.438403469520505,1.0986122886681098,5.7192017347602535,0.672847262912971,11.438403469520507
17,3,2,0.0,11.438403469520507,0.0,1.3456945258259418,0.0,22.87680693904101,1.0986122886681098,5.7192017347602535,0.672847262912971,11.438403469520507
17,3,3,0.0,17.157605204280763,0.0,2.0185417887389128,0.0,34.31521040856152,1.0986122886681098,5.7192017347602535,0.672847262912971,11.438403469520507
17,5,-5,0.0,-19.519812658311714,-0.0,-2.2964485480366723,0.0,-39.03962531662343,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,-4,0.0,-15.615850126649372,-0.0,-1.8371588384293378,0.0,-31.231700253298744,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,-3,0.0,-11.71188759498703,-0.0,-1.3778691288220033,0.0,-23.423775189974055,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,-2,0.0,-7.807925063324686,-0.0,-0.9185794192146689,0.0,-15.615850126649372,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,-1,0.0,-3.903962531662343,-0.0,-0.45928970960733445,0.0,-7.807925063324686,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,1,0.0,3.903962531662343,0.0,0.45928970960733445,0.0,7.807925063324686,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,2,0.0,7.807925063324686,0.0,0.9185794192146689,0.0,15.615850126649372,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,3,0.0,11.71188759498703,0.0,1.3778691288220033,0.0,23.423775189974055,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,4,0.0,15.615850126649372,0.0,1.8371588384293378,0.0,31.231700253298744,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,5,5,0.0,19.519812658311714,0.0,2.2964485480366723,0.0,39.03962531662343,1.6094379124341003,3.903962531662343,0.45928970960733445,7.807925063324686
17,7,-6,0.0,-19.373511084969373,-0.0,-2.279236598231691,0.0,-38.747022169938745,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,-5,0.0,-16.144592570807813,-0.0,-1.8993638318597426,0.0,-32.289185141615626,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,-4,0.0,-12.91567405664625,-0.0,-1.519491065487794,0.0,-25.8313481132925,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,-3,0.0,-9.686755542484686,-0.0,-1.1396182991158454,0.0,-19.373511084969373,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,-2,0.0,-6.457837028323125,-0.0,-0.759745532743897,0.0,-12.91567405664625,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,-1,0.0,-3.2289185141615624,-0.0,-0.3798727663719485,0.0,-6.457837028323125,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,1,0.0,3.2289185141615624,0.0,0.3798727663719485,0.0,6.457837028323125,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,2,0.0,6.457837028323125,0.0,0.759745532743897,0.0,12.91567405664625,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,3,0.0,9.686755542484686,0.0,1.1396182991158454,0.0,19.373511084969373,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,4,0.0,12.91567405664625,0.0,1.519491065487794,0.0,25.8313481132925,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,5,0.0,16.144592570807813,0.0,1.8993638318597426,0.0,32.289185141615626,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,7,6,0.0,19.373511084969373,0.0,2.279236598231691,0.0,38.747022169938745,1.9459101490553132,3.2289185141615624,0.3798727663719485,6.457837028323125
17,11,-7,0.0,-18.342042560903533,-0.0,-2.157887360106298,0.0,-36.684085121807065,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,-6,0.0,-15.721750766488743,-0.0,-1.8496177372339695,0.0,-31.443501532977482,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,-5,0.0,-13.101458972073953,-0.0,-1.5413481143616412,0.0,-26.2029179441479,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,-4,0.0,-10.481167177659161,-0.0,-1.2330784914893131,0.0,-20.962334355318323,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,-3,0.0,-7.860875383244371,-0.0,-0.9248088686169847,0.0,-15.721750766488741,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,-2,0.0,-5.240583588829581,-0.0,-0.6165392457446566,0.0,-10.481167177659161,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,-1,0.0,-2.6202917944147903,-0.0,-0.3082696228723283,0.0,-5.240583588829581,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,1,0.0,2.6202917944147903,0.0,0.3082696228723283,0.0,5.240583588829581,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,2,0.0,5.240583588829581,0.0,0.6165392457446566,0.0,10.481167177659161,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,3,0.0,7.860875383244371,0.0,0.9248088686169847,0.0,15.721750766488741,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,4,0.0,10.481167177659161,0.0,1.2330784914893131,0.0,20.962334355318323,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
17,11,5,0.0,13.101458972073953,0.0,1.5413481143616412,0.0,26.2029179441479,2.3978952727983707,2.6202917944147903,0.3082696228723283,5.240583588829581
